,0,1,2,3,4,5,6,7,8,9
70,tinba,locky,pushdo,banjori,new_goz,goz,zeus,conficker,rovnix,rovnix
71,banjori,locky,rovnix,tinba,pushdo,conficker,new_goz,goz,zeus,locky
72,banjori,pushdo,locky,rovnix,conficker,tinba,new_goz,goz,zeus,tinba
73,locky,pushdo,tinba,banjori,conficker,new_goz,zeus,rovnix,goz,rovnix
74,banjori,locky,pushdo,rovnix,conficker,tinba,new_goz,goz,zeus,locky
75,banjori,locky,conficker,tinba,pushdo,rovnix,new_goz,zeus,goz,conficker
76,banjori,rovnix,pushdo,locky,conficker,tinba,new_goz,zeus,goz,locky
77,pushdo,banjori,locky,rovnix,conficker,tinba,goz,new_goz,zeus,zeus
78,rovnix,banjori,pushdo,locky,conficker,tinba,new_goz,zeus,goz,tinba
79,locky,banjori,pushdo,tinba,conficker,rovnix,goz,new_goz,zeus,locky
80,tinba,locky,banjori,pushdo,conficker,zeus,new_goz,goz,rovnix,rovnix
81,banjori,rovnix,pushdo,locky,conficker,tinba,goz,zeus,new_goz,tinba
82,locky,banjori,pushdo,rovnix,tinba,conficker,new_goz,goz,zeus,tinba
83,banjori,tinba,locky,conficker,pushdo,rovnix,zeus,new_goz,goz,pushdo
84,tinba,locky,pushdo,banjori,new_goz,goz,conficker,zeus,rovnix,rovnix
85,locky,banjori,rovnix,pushdo,conficker,tinba,new_goz,goz,zeus,conficker
86,banjori,locky,tinba,pushdo,conficker,rovnix,new_goz,zeus,goz,banjori
87,banjori,pushdo,rovnix,locky,conficker,tinba,goz,new_goz,zeus,new_goz
88,banjori,pushdo,locky,rovnix,tinba,conficker,goz,zeus,new_goz,tinba
89,banjori,locky,rovnix,pushdo,conficker,tinba,new_goz,zeus,goz,tinba
90,banjori,locky,rovnix,pushdo,conficker,tinba,new_goz,goz,zeus,goz
91,banjori,locky,rovnix,tinba,conficker,pushdo,new_goz,zeus,goz,locky
92,banjori,locky,pushdo,rovnix,conficker,tinba,new_goz,zeus,goz,tinba
93,banjori,locky,rovnix,pushdo,tinba,conficker,new_goz,goz,zeus,pushdo
94,pushdo,locky,rovnix,banjori,conficker,tinba,goz,new_goz,zeus,zeus
95,banjori,locky,tinba,conficker,rovnix,pushdo,new_goz,zeus,goz,pushdo
96,banjori,pushdo,locky,rovnix,conficker,tinba,new_goz,zeus,goz,goz
97,banjori,locky,rovnix,tinba,conficker,pushdo,new_goz,zeus,goz,pushdo
98,tinba,locky,pushdo,banjori,new_goz,zeus,goz,conficker,rovnix,rovnix
99,pushdo,banjori,rovnix,locky,conficker,tinba,goz,new_goz,zeus,zeus
100,locky,banjori,pushdo,tinba,conficker,rovnix,new_goz,goz,zeus,locky
101,locky,tinba,banjori,pushdo,new_goz,conficker,zeus,goz,rovnix,pushdo
102,locky,tinba,pushdo,banjori,conficker,zeus,new_goz,goz,rovnix,rovnix
103,locky,rovnix,banjori,pushdo,conficker,tinba,new_goz,zeus,goz,conficker
104,banjori,locky,conficker,tinba,rovnix,pushdo,new_goz,zeus,goz,pushdo
105,banjori,conficker,tinba,locky,rovnix,pushdo,zeus,new_goz,goz,pushdo
106,pushdo,banjori,locky,rovnix,conficker,tinba,goz,new_goz,zeus,new_goz
107,locky,banjori,rovnix,pushdo,tinba,conficker,new_goz,zeus,goz,conficker
108,pushdo,banjori,locky,rovnix,conficker,tinba,goz,new_goz,zeus,zeus
109,locky,banjori,tinba,pushdo,rovnix,conficker,new_goz,goz,zeus,conficker
110,rovnix,banjori,locky,pushdo,conficker,tinba,new_goz,zeus,goz,conficker
111,locky,pushdo,rovnix,banjori,tinba,conficker,goz,new_goz,zeus,tinba
112,banjori,rovnix,locky,pushdo,conficker,tinba,goz,zeus,new_goz,locky
113,banjori,pushdo,locky,rovnix,conficker,tinba,zeus,goz,new_goz,tinba
114,banjori,locky,pushdo,rovnix,tinba,conficker,goz,zeus,new_goz,locky
115,tinba,locky,banjori,pushdo,new_goz,goz,zeus,conficker,rovnix,rovnix
116,banjori,locky,pushdo,rovnix,conficker,tinba,new_goz,goz,zeus,conficker
117,pushdo,locky,banjori,rovnix,conficker,tinba,goz,new_goz,zeus,new_goz
118,pushdo,banjori,locky,rovnix,tinba,conficker,goz,new_goz,zeus,tinba
119,banjori,locky,rovnix,pushdo,conficker,tinba,new_goz,zeus,goz,tinba
120,tinba,locky,banjori,pushdo,zeus,new_goz,goz,conficker,rovnix,conficker
121,tinba,locky,banjori,pushdo,conficker,goz,zeus,new_goz,rovnix,banjori
122,locky,tinba,banjori,new_goz,pushdo,conficker,zeus,goz,rovnix,pushdo
123,tinba,locky,banjori,zeus,new_goz,conficker,rovnix,goz,pushdo,pushdo
124,banjori,pushdo,rovnix,locky,conficker,tinba,new_goz,goz,zeus,goz
125,banjori,locky,pushdo,tinba,rovnix,conficker,goz,new_goz,zeus,conficker
126,banjori,rovnix,pushdo,locky,conficker,tinba,goz,new_goz,zeus,tinba
127,banjori,pushdo,locky,tinba,conficker,rovnix,goz,new_goz,zeus,zeus
128,banjori,locky,tinba,conficker,rovnix,pushdo,new_goz,zeus,goz,pushdo
129,banjori,locky,rovnix,pushdo,conficker,tinba,new_goz,zeus,goz,goz
130,banjori,rovnix,locky,conficker,pushdo,tinba,new_goz,zeus,goz,goz
131,banjori,rovnix,locky,pushdo,conficker,tinba,new_goz,goz,zeus,locky
132,pushdo,banjori,locky,rovnix,tinba,conficker,goz,new_goz,zeus,new_goz
133,banjori,locky,tinba,rovnix,pushdo,conficker,new_goz,goz,zeus,banjori
134,banjori,tinba,locky,rovnix,conficker,pushdo,zeus,new_goz,goz,pushdo
135,banjori,pushdo,locky,rovnix,conficker,tinba,goz,new_goz,zeus,goz
136,pushdo,banjori,locky,conficker,rovnix,tinba,goz,new_goz,zeus,zeus
137,pushdo,banjori,locky,rovnix,conficker,tinba,goz,new_goz,zeus,new_goz
138,tinba,banjori,locky,conficker,pushdo,goz,rovnix,zeus,new_goz,pushdo
139,banjori,rovnix,locky,pushdo,conficker,tinba,new_goz,zeus,goz,goz
140,banjori,rovnix,locky,conficker,tinba,new_goz,zeus,pushdo,goz,pushdo
141,pushdo,banjori,locky,rovnix,conficker,tinba,goz,new_goz,zeus,new_goz
142,pushdo,banjori,locky,conficker,tinba,rovnix,goz,new_goz,zeus,new_goz
143,pushdo,banjori,locky,rovnix,conficker,tinba,goz,new_goz,zeus,new_goz
144,banjori,locky,pushdo,rovnix,tinba,conficker,goz,new_goz,zeus,new_goz
145,banjori,rovnix,pushdo,locky,conficker,tinba,new_goz,goz,zeus,conficker
146,tinba,locky,pushdo,banjori,goz,new_goz,zeus,conficker,rovnix,rovnix
147,locky,banjori,rovnix,pushdo,conficker,tinba,new_goz,zeus,goz,goz
148,tinba,locky,pushdo,new_goz,zeus,goz,banjori,conficker,rovnix,rovnix
149,banjori,pushdo,locky,rovnix,conficker,tinba,new_goz,goz,zeus,tinba
150,banjori,locky,conficker,pushdo,tinba,rovnix,new_goz,zeus,goz,goz
151,banjori,pushdo,rovnix,locky,conficker,tinba,goz,new_goz,zeus,new_goz
152,tinba,locky,pushdo,goz,banjori,new_goz,zeus,conficker,rovnix,banjori
153,banjori,locky,pushdo,tinba,conficker,rovnix,new_goz,zeus,goz,goz
154,locky,rovnix,banjori,pushdo,tinba,conficker,goz,new_goz,zeus,conficker
155,pushdo,locky,banjori,tinba,rovnix,conficker,goz,new_goz,zeus,new_goz
156,pushdo,banjori,locky,rovnix,conficker,tinba,goz,new_goz,zeus,new_goz
157,banjori,locky,pushdo,rovnix,tinba,conficker,goz,new_goz,zeus,tinba
158,banjori,pushdo,locky,rovnix,conficker,tinba,goz,new_goz,zeus,tinba
159,banjori,locky,tinba,pushdo,conficker,new_goz,zeus,rovnix,goz,conficker
160,banjori,locky,tinba,conficker,rovnix,pushdo,new_goz,zeus,goz,pushdo
161,banjori,locky,rovnix,pushdo,conficker,tinba,new_goz,zeus,goz,locky
162,locky,banjori,pushdo,rovnix,conficker,tinba,new_goz,goz,zeus,tinba
163,pushdo,locky,banjori,rovnix,conficker,tinba,goz,new_goz,zeus,new_goz
164,banjori,locky,pushdo,conficker,rovnix,tinba,new_goz,zeus,goz,goz
165,locky,rovnix,banjori,tinba,conficker,pushdo,new_goz,zeus,goz,pushdo
166,tinba,locky,zeus,new_goz,banjori,pushdo,goz,conficker,rovnix,rovnix
167,pushdo,banjori,locky,rovnix,conficker,tinba,goz,new_goz,zeus,new_goz
168,locky,banjori,tinba,pushdo,conficker,rovnix,new_goz,goz,zeus,tinba
169,pushdo,banjori,locky,rovnix,conficker,tinba,goz,new_goz,zeus,new_goz
170,banjori,locky,rovnix,pushdo,conficker,tinba,new_goz,zeus,goz,goz
171,pushdo,banjori,locky,rovnix,conficker,tinba,new_goz,zeus,goz,goz
172,banjori,pushdo,locky,conficker,rovnix,tinba,goz,new_goz,zeus,zeus
173,tinba,locky,pushdo,banjori,new_goz,zeus,conficker,goz,rovnix,rovnix
174,locky,banjori,rovnix,pushdo,conficker,tinba,new_goz,goz,zeus,goz
175,pushdo,banjori,locky,conficker,tinba,rovnix,goz,new_goz,zeus,new_goz
176,tinba,banjori,locky,conficker,pushdo,zeus,new_goz,rovnix,goz,locky
177,pushdo,banjori,locky,rovnix,conficker,tinba,goz,new_goz,zeus,new_goz
178,banjori,locky,pushdo,tinba,rovnix,conficker,goz,new_goz,zeus,locky
179,banjori,locky,rovnix,pushdo,conficker,tinba,new_goz,zeus,goz,goz
180,locky,pushdo,tinba,banjori,conficker,goz,rovnix,new_goz,zeus,banjori
181,locky,banjori,pushdo,tinba,conficker,rovnix,new_goz,zeus,goz,goz
182,locky,banjori,pushdo,rovnix,tinba,conficker,new_goz,zeus,goz,goz
183,pushdo,banjori,locky,rovnix,conficker,tinba,goz,new_goz,zeus,tinba
184,banjori,locky,pushdo,rovnix,conficker,tinba,zeus,new_goz,goz,goz
185,locky,pushdo,banjori,rovnix,tinba,conficker,new_goz,goz,zeus,goz
186,banjori,locky,rovnix,pushdo,tinba,conficker,new_goz,zeus,goz,tinba
187,tinba,locky,banjori,conficker,zeus,pushdo,new_goz,goz,rovnix,pushdo
188,tinba,locky,pushdo,banjori,new_goz,conficker,zeus,goz,rovnix,rovnix
189,locky,banjori,tinba,pushdo,rovnix,new_goz,conficker,zeus,goz,conficker
190,banjori,tinba,locky,conficker,pushdo,rovnix,new_goz,zeus,goz,pushdo
191,pushdo,banjori,locky,rovnix,tinba,conficker,goz,new_goz,zeus,zeus
192,banjori,locky,pushdo,rovnix,tinba,conficker,new_goz,goz,zeus,locky
193,tinba,locky,banjori,zeus,pushdo,conficker,new_goz,rovnix,goz,banjori
194,locky,rovnix,banjori,tinba,pushdo,conficker,new_goz,goz,zeus,locky
195,tinba,locky,banjori,pushdo,conficker,zeus,goz,new_goz,rovnix,banjori
196,locky,banjori,pushdo,tinba,conficker,rovnix,new_goz,goz,zeus,tinba
197,tinba,locky,pushdo,zeus,new_goz,banjori,goz,conficker,rovnix,rovnix
198,tinba,locky,pushdo,banjori,zeus,new_goz,goz,conficker,rovnix,rovnix
199,locky,banjori,tinba,conficker,new_goz,pushdo,zeus,rovnix,goz,locky
200,locky,banjori,tinba,conficker,rovnix,pushdo,new_goz,zeus,goz,pushdo
201,banjori,locky,tinba,pushdo,conficker,goz,new_goz,rovnix,zeus,conficker
202,banjori,locky,pushdo,rovnix,conficker,tinba,new_goz,zeus,goz,goz
203,locky,banjori,rovnix,pushdo,tinba,conficker,new_goz,zeus,goz,goz
204,banjori,locky,pushdo,rovnix,conficker,tinba,new_goz,goz,zeus,tinba
205,locky,pushdo,banjori,rovnix,tinba,goz,conficker,new_goz,zeus,conficker
206,banjori,locky,rovnix,pushdo,conficker,tinba,new_goz,goz,zeus,tinba
207,rovnix,locky,banjori,pushdo,tinba,conficker,new_goz,goz,zeus,locky
208,banjori,rovnix,locky,pushdo,conficker,tinba,new_goz,zeus,goz,tinba
209,banjori,locky,pushdo,rovnix,conficker,tinba,new_goz,goz,zeus,tinba
210,banjori,locky,conficker,pushdo,rovnix,tinba,new_goz,zeus,goz,goz
211,banjori,locky,conficker,tinba,pushdo,rovnix,new_goz,zeus,goz,goz
212,pushdo,banjori,locky,tinba,conficker,rovnix,goz,new_goz,zeus,zeus
213,locky,tinba,banjori,conficker,pushdo,rovnix,goz,new_goz,zeus,pushdo
214,banjori,rovnix,pushdo,locky,conficker,tinba,new_goz,goz,zeus,tinba
215,locky,banjori,tinba,rovnix,conficker,pushdo,new_goz,zeus,goz,conficker
216,pushdo,banjori,locky,tinba,conficker,rovnix,goz,new_goz,zeus,zeus
217,pushdo,banjori,locky,conficker,rovnix,tinba,goz,new_goz,zeus,zeus
218,banjori,tinba,locky,conficker,pushdo,rovnix,zeus,new_goz,goz,pushdo
219,banjori,locky,pushdo,rovnix,conficker,tinba,new_goz,goz,zeus,goz
220,banjori,locky,rovnix,pushdo,conficker,tinba,new_goz,zeus,goz,tinba
221,locky,tinba,pushdo,banjori,new_goz,goz,conficker,zeus,rovnix,banjori
222,banjori,locky,pushdo,rovnix,conficker,tinba,new_goz,goz,zeus,tinba
223,tinba,locky,pushdo,banjori,zeus,new_goz,goz,conficker,rovnix,rovnix
224,tinba,locky,banjori,conficker,pushdo,zeus,new_goz,goz,rovnix,pushdo
225,banjori,locky,pushdo,rovnix,tinba,conficker,new_goz,goz,zeus,conficker
226,pushdo,locky,banjori,tinba,rovnix,conficker,goz,new_goz,zeus,zeus
227,tinba,locky,banjori,pushdo,conficker,rovnix,zeus,goz,new_goz,locky
228,pushdo,banjori,locky,rovnix,conficker,tinba,goz,new_goz,zeus,new_goz
229,locky,pushdo,banjori,rovnix,conficker,tinba,goz,new_goz,zeus,new_goz
230,banjori,rovnix,locky,conficker,pushdo,tinba,new_goz,zeus,goz,goz
231,banjori,pushdo,locky,rovnix,conficker,tinba,goz,new_goz,zeus,locky
232,banjori,locky,rovnix,tinba,conficker,pushdo,new_goz,goz,zeus,locky
233,banjori,pushdo,locky,rovnix,conficker,tinba,goz,new_goz,zeus,new_goz
234,banjori,pushdo,locky,conficker,tinba,rovnix,zeus,new_goz,goz,goz
235,banjori,pushdo,locky,rovnix,tinba,conficker,goz,zeus,new_goz,banjori
236,banjori,pushdo,rovnix,locky,conficker,tinba,new_goz,goz,zeus,tinba
237,banjori,rovnix,locky,pushdo,conficker,tinba,zeus,new_goz,goz,goz
238,banjori,locky,rovnix,pushdo,tinba,conficker,new_goz,goz,zeus,conficker
239,locky,banjori,pushdo,tinba,conficker,rovnix,goz,new_goz,zeus,conficker
240,pushdo,banjori,locky,rovnix,conficker,tinba,goz,new_goz,zeus,new_goz
241,locky,banjori,pushdo,rovnix,conficker,tinba,new_goz,goz,zeus,tinba
242,banjori,pushdo,locky,rovnix,conficker,tinba,new_goz,zeus,goz,goz
243,banjori,rovnix,locky,pushdo,conficker,tinba,new_goz,zeus,goz,goz
244,tinba,locky,pushdo,zeus,new_goz,banjori,goz,conficker,rovnix,rovnix
245,locky,tinba,banjori,pushdo,rovnix,conficker,zeus,new_goz,goz,banjori
246,locky,rovnix,banjori,pushdo,conficker,tinba,goz,new_goz,zeus,conficker
247,tinba,locky,pushdo,new_goz,banjori,zeus,goz,conficker,rovnix,rovnix
248,tinba,locky,pushdo,banjori,new_goz,goz,zeus,conficker,rovnix,rovnix
249,locky,banjori,pushdo,tinba,conficker,rovnix,goz,new_goz,zeus,tinba
250,banjori,locky,rovnix,pushdo,conficker,tinba,new_goz,zeus,goz,locky
251,banjori,locky,pushdo,tinba,rovnix,conficker,zeus,new_goz,goz,tinba
252,locky,banjori,pushdo,tinba,conficker,rovnix,new_goz,goz,zeus,locky
253,banjori,locky,pushdo,rovnix,tinba,conficker,goz,new_goz,zeus,tinba
254,tinba,locky,pushdo,banjori,zeus,new_goz,goz,conficker,rovnix,rovnix
255,banjori,rovnix,locky,pushdo,conficker,tinba,new_goz,zeus,goz,tinba
256,banjori,rovnix,pushdo,locky,conficker,tinba,goz,new_goz,zeus,tinba
257,banjori,locky,pushdo,rovnix,conficker,tinba,new_goz,goz,zeus,tinba
258,locky,banjori,rovnix,pushdo,tinba,conficker,new_goz,zeus,goz,locky
259,tinba,locky,pushdo,banjori,goz,new_goz,zeus,conficker,rovnix,rovnix
