,0,1,2,3,4,5,6,7,8,9,10,11,12
49,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,ramnit
50,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,zeus
51,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,corebot
52,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,goz
53,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori
54,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,goz
55,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,pushdo
56,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,matsnu
57,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,ramnit
58,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori
59,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,goz
60,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori
61,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,rovnix
62,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,matsnu
63,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,goz
64,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,ramnit
65,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,locky
66,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,matsnu
67,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,conficker
68,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,tinba
69,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori
70,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,zeus
71,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori
72,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,conficker
73,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,tinba
74,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori
75,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,cryptolocker
76,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,rovnix
77,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,tinba
78,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,pushdo
79,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,tinba
80,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,locky
81,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,cryptolocker
82,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,rovnix
83,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,locky
84,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,rovnix
85,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,rovnix
86,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,corebot
87,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,ramnit
88,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,zeus
89,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,zeus
90,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,matsnu
91,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,ramnit
92,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,matsnu
93,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,corebot
94,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,corebot
95,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,zeus
96,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,zeus
97,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,conficker
98,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,locky
99,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,zeus
100,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,ramnit
101,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,matsnu
102,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori
103,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,rovnix
104,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,ramnit
105,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,corebot
106,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,goz
107,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori
108,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori
109,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,zeus
110,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,zeus
111,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,goz
112,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,conficker
113,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,goz
114,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,conficker
115,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,locky
116,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,conficker
117,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,goz
118,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,locky
119,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori
120,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,pushdo
121,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,ramnit
122,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,corebot
123,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,conficker
124,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,cryptolocker
125,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,tinba
126,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,ramnit
127,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,goz
128,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,conficker
129,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,goz
130,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,locky
131,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori
132,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,goz
133,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,goz
134,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,zeus
135,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,corebot
136,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,goz
137,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,ramnit
138,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,tinba
139,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,locky
140,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,goz
141,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,cryptolocker
142,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,tinba
143,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,zeus
144,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,zeus
145,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,tinba
146,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,conficker
147,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,ramnit
148,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,locky
149,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,corebot
150,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,goz
151,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,conficker
152,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,pushdo
153,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,goz
154,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,goz
155,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,cryptolocker
156,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,zeus
157,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,locky
158,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,goz
159,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,pushdo
160,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,goz
161,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,cryptolocker
162,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,corebot
163,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,conficker
164,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,conficker
165,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,tinba
166,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,goz
167,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,goz
168,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,goz
169,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori
170,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori
171,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,goz
172,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,locky
173,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,tinba
174,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,tinba
175,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,locky
176,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori
177,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,matsnu
178,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,corebot
179,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,matsnu
180,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,goz
181,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,corebot
182,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,goz
183,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,zeus
184,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori
185,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,conficker
186,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,conficker
187,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,matsnu
188,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,cryptolocker
189,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,pushdo
190,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,cryptolocker
191,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,corebot
192,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,locky
193,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,goz
194,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori
195,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,tinba
196,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,goz
197,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,zeus
198,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,matsnu
199,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,ramnit
200,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,tinba
201,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,ramnit
202,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,cryptolocker
203,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,goz
204,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,pushdo
205,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,conficker
206,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,zeus
207,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,cryptolocker
208,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,locky
209,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori
210,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,corebot
211,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,matsnu
212,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,pushdo
213,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,pushdo
214,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,locky
215,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,matsnu
216,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,pushdo
217,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,locky
218,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,tinba
219,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,locky
220,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,matsnu
221,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,pushdo
222,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,ramnit
223,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,zeus
224,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,ramnit
225,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,conficker
226,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori
227,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,zeus
228,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,goz
229,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,pushdo
230,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,conficker
231,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori
232,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,conficker
233,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,corebot
234,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,cryptolocker
235,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,corebot
236,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,locky
237,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,conficker
238,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,zeus
239,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,ramnit
240,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,zeus
241,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,locky
242,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,ramnit
243,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,ramnit
244,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,tinba
245,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,goz
246,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,ramnit
247,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,corebot
248,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,locky
249,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,corebot
250,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori
251,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,tinba
252,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,tinba
253,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori
254,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,corebot
255,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,matsnu
256,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,banjori,zeus
