,actual,pred
214,tinba,tinba
215,banjori,banjori
216,corebot,corebot
217,locky,conficker
218,ramnit,ramnit
219,ramnit,locky
220,locky,conficker
221,banjori,banjori
222,matsnu,matsnu
223,zeus,zeus
224,cryptolocker,cryptolocker
225,rovnix,rovnix
226,locky,conficker
227,locky,conficker
228,zeus,zeus
229,tinba,tinba
230,banjori,banjori
231,tinba,tinba
232,banjori,banjori
233,zeus,zeus
234,locky,conficker
235,ramnit,locky
236,zeus,zeus
237,zeus,zeus
238,rovnix,rovnix
239,corebot,corebot
240,tinba,tinba
241,zeus,zeus
242,cryptolocker,cryptolocker
243,tinba,tinba
244,ramnit,ramnit
245,cryptolocker,cryptolocker
246,locky,tinba
247,tinba,locky
248,locky,pushdo
249,banjori,banjori
250,matsnu,matsnu
251,pushdo,pushdo
252,pushdo,pushdo
253,rovnix,rovnix
254,conficker,conficker
255,pushdo,pushdo
256,locky,locky
257,corebot,corebot
258,tinba,ramnit
259,banjori,banjori
260,pushdo,pushdo
261,matsnu,matsnu
262,pushdo,pushdo
263,conficker,conficker
264,banjori,banjori
265,matsnu,matsnu
266,rovnix,rovnix
267,zeus,zeus
268,tinba,tinba
269,banjori,banjori
270,rovnix,rovnix
271,banjori,banjori
272,corebot,corebot
273,locky,tinba
274,ramnit,locky
275,matsnu,rovnix
276,corebot,corebot
277,corebot,corebot
278,rovnix,rovnix
279,tinba,tinba
280,pushdo,pushdo
281,matsnu,matsnu
282,conficker,locky
283,corebot,corebot
284,locky,locky
285,locky,ramnit
286,tinba,tinba
287,locky,locky
288,cryptolocker,cryptolocker
289,rovnix,rovnix
290,banjori,banjori
291,tinba,locky
292,locky,locky
293,matsnu,matsnu
294,pushdo,pushdo
295,conficker,conficker
296,conficker,conficker
297,zeus,zeus
298,tinba,ramnit
299,pushdo,pushdo
300,corebot,corebot
301,matsnu,matsnu
302,tinba,ramnit
303,corebot,corebot
304,corebot,corebot
305,corebot,corebot
306,conficker,locky
307,ramnit,ramnit
308,pushdo,pushdo
309,cryptolocker,cryptolocker
310,corebot,corebot
311,tinba,tinba
312,conficker,locky
313,locky,locky
314,tinba,tinba
315,cryptolocker,cryptolocker
316,corebot,corebot
317,tinba,tinba
318,corebot,corebot
319,rovnix,rovnix
320,cryptolocker,cryptolocker
321,locky,locky
322,cryptolocker,cryptolocker
323,pushdo,pushdo
324,cryptolocker,cryptolocker
325,matsnu,matsnu
326,banjori,conficker
327,cryptolocker,cryptolocker
328,pushdo,pushdo
329,pushdo,pushdo
330,tinba,ramnit
331,zeus,zeus
332,cryptolocker,cryptolocker
333,ramnit,locky
334,pushdo,pushdo
335,rovnix,rovnix
336,ramnit,ramnit
337,pushdo,pushdo
338,pushdo,pushdo
339,rovnix,rovnix
340,ramnit,ramnit
341,rovnix,rovnix
342,corebot,corebot
343,banjori,banjori
344,corebot,corebot
345,corebot,corebot
346,banjori,banjori
347,banjori,banjori
348,locky,cryptolocker
349,rovnix,rovnix
350,matsnu,matsnu
351,ramnit,locky
352,matsnu,matsnu
353,cryptolocker,cryptolocker
354,locky,ramnit
355,tinba,tinba
356,cryptolocker,cryptolocker
357,cryptolocker,cryptolocker
358,corebot,corebot
359,pushdo,pushdo
360,pushdo,pushdo
361,pushdo,pushdo
362,matsnu,matsnu
363,banjori,banjori
364,pushdo,pushdo
365,banjori,banjori
366,cryptolocker,cryptolocker
367,conficker,conficker
368,locky,locky
369,rovnix,rovnix
370,corebot,corebot
371,conficker,conficker
372,banjori,banjori
373,rovnix,rovnix
374,corebot,corebot
375,pushdo,pushdo
376,corebot,corebot
377,corebot,corebot
378,matsnu,matsnu
379,tinba,tinba
380,locky,ramnit
381,ramnit,locky
382,pushdo,pushdo
383,conficker,conficker
384,matsnu,matsnu
385,ramnit,ramnit
386,locky,locky
387,matsnu,matsnu
388,locky,ramnit
389,tinba,tinba
390,tinba,tinba
391,matsnu,matsnu
392,matsnu,matsnu
393,tinba,tinba
394,locky,locky
395,banjori,banjori
396,pushdo,pushdo
397,rovnix,rovnix
398,matsnu,matsnu
399,locky,locky
400,banjori,banjori
401,rovnix,rovnix
402,locky,ramnit
403,cryptolocker,cryptolocker
404,tinba,tinba
405,conficker,conficker
406,corebot,corebot
407,zeus,zeus
408,pushdo,pushdo
409,locky,ramnit
410,conficker,conficker
411,conficker,conficker
412,ramnit,ramnit
413,cryptolocker,cryptolocker
414,zeus,zeus
415,tinba,tinba
416,banjori,banjori
417,banjori,banjori
418,banjori,banjori
419,zeus,zeus
420,tinba,tinba
421,ramnit,locky
422,cryptolocker,cryptolocker
423,pushdo,pushdo
424,conficker,tinba
425,locky,tinba
426,corebot,corebot
427,cryptolocker,cryptolocker
428,zeus,zeus
429,locky,ramnit
430,pushdo,pushdo
431,banjori,banjori
432,cryptolocker,cryptolocker
433,corebot,corebot
434,locky,conficker
435,rovnix,rovnix
436,banjori,banjori
437,zeus,zeus
438,banjori,banjori
439,locky,ramnit
440,pushdo,pushdo
441,rovnix,rovnix
442,matsnu,matsnu
443,matsnu,matsnu
444,corebot,corebot
445,pushdo,pushdo
446,conficker,locky
447,matsnu,matsnu
448,corebot,corebot
449,cryptolocker,cryptolocker
450,matsnu,matsnu
451,matsnu,matsnu
452,ramnit,ramnit
453,matsnu,matsnu
454,tinba,tinba
455,rovnix,rovnix
456,rovnix,rovnix
457,corebot,corebot
458,tinba,tinba
459,rovnix,rovnix
460,rovnix,rovnix
461,pushdo,pushdo
462,banjori,banjori
463,ramnit,ramnit
464,pushdo,pushdo
465,cryptolocker,cryptolocker
466,conficker,locky
467,tinba,locky
468,banjori,banjori
469,zeus,zeus
470,ramnit,ramnit
471,matsnu,matsnu
472,pushdo,pushdo
473,tinba,tinba
474,corebot,corebot
475,banjori,banjori
476,locky,ramnit
477,rovnix,rovnix
478,matsnu,matsnu
479,ramnit,ramnit
480,tinba,tinba
481,corebot,corebot
482,ramnit,ramnit
483,rovnix,rovnix
484,banjori,banjori
485,tinba,tinba
486,pushdo,pushdo
487,ramnit,locky
488,ramnit,ramnit
489,banjori,banjori
490,zeus,zeus
491,locky,conficker
492,corebot,corebot
493,banjori,banjori
494,matsnu,matsnu
495,ramnit,ramnit
496,banjori,banjori
497,conficker,conficker
498,banjori,banjori
499,locky,conficker
500,tinba,tinba
501,conficker,conficker
502,matsnu,matsnu
503,matsnu,matsnu
504,zeus,zeus
505,corebot,corebot
506,pushdo,pushdo
507,cryptolocker,cryptolocker
508,tinba,tinba
509,zeus,zeus
510,locky,ramnit
511,conficker,locky
512,conficker,conficker
513,zeus,zeus
514,tinba,tinba
515,zeus,zeus
516,pushdo,pushdo
517,rovnix,rovnix
518,ramnit,locky
519,banjori,banjori
520,locky,locky
521,banjori,banjori
522,tinba,tinba
523,zeus,zeus
524,cryptolocker,cryptolocker
525,pushdo,pushdo
526,ramnit,ramnit
527,corebot,corebot
528,zeus,zeus
529,rovnix,rovnix
530,matsnu,matsnu
531,ramnit,ramnit
532,ramnit,tinba
533,corebot,corebot
534,tinba,tinba
535,corebot,corebot
536,matsnu,matsnu
537,zeus,zeus
538,pushdo,pushdo
539,conficker,conficker
540,matsnu,matsnu
541,matsnu,matsnu
542,rovnix,rovnix
543,zeus,zeus
544,pushdo,pushdo
545,ramnit,ramnit
546,pushdo,pushdo
547,ramnit,locky
548,pushdo,pushdo
549,cryptolocker,cryptolocker
550,ramnit,ramnit
551,matsnu,matsnu
552,rovnix,rovnix
553,ramnit,ramnit
554,banjori,banjori
555,locky,locky
556,corebot,corebot
557,ramnit,ramnit
558,cryptolocker,cryptolocker
559,matsnu,matsnu
560,cryptolocker,cryptolocker
561,ramnit,ramnit
562,zeus,zeus
563,locky,ramnit
564,banjori,banjori
565,zeus,zeus
566,conficker,conficker
567,pushdo,pushdo
568,conficker,locky
569,ramnit,locky
570,conficker,locky
571,corebot,corebot
572,pushdo,pushdo
573,conficker,conficker
574,conficker,ramnit
575,zeus,zeus
576,cryptolocker,cryptolocker
577,matsnu,matsnu
578,matsnu,matsnu
579,matsnu,matsnu
580,ramnit,locky
581,banjori,banjori
582,tinba,locky
583,banjori,banjori
584,tinba,tinba
585,ramnit,ramnit
586,corebot,corebot
587,banjori,banjori
588,ramnit,ramnit
589,locky,ramnit
590,cryptolocker,cryptolocker
591,pushdo,pushdo
592,matsnu,matsnu
593,corebot,corebot
594,locky,conficker
595,zeus,zeus
596,conficker,conficker
597,locky,ramnit
598,rovnix,rovnix
599,banjori,banjori
600,matsnu,matsnu
601,pushdo,pushdo
602,matsnu,matsnu
603,pushdo,pushdo
604,matsnu,matsnu
605,zeus,zeus
606,rovnix,rovnix
607,tinba,tinba
608,banjori,banjori
609,locky,conficker
610,ramnit,locky
611,conficker,conficker
612,pushdo,pushdo
613,rovnix,rovnix
614,cryptolocker,cryptolocker
615,corebot,corebot
616,matsnu,matsnu
617,matsnu,matsnu
618,corebot,corebot
619,locky,conficker
620,cryptolocker,cryptolocker
621,zeus,zeus
622,conficker,ramnit
623,locky,ramnit
624,conficker,ramnit
625,rovnix,rovnix
626,ramnit,locky
627,ramnit,ramnit
628,banjori,banjori
629,banjori,banjori
630,conficker,ramnit
631,cryptolocker,cryptolocker
632,rovnix,rovnix
633,pushdo,pushdo
634,ramnit,ramnit
635,pushdo,pushdo
636,corebot,corebot
637,pushdo,pushdo
638,ramnit,ramnit
639,banjori,banjori
640,banjori,banjori
641,pushdo,pushdo
642,corebot,corebot
643,matsnu,matsnu
644,locky,locky
645,rovnix,rovnix
646,cryptolocker,cryptolocker
647,conficker,conficker
648,conficker,conficker
649,cryptolocker,cryptolocker
650,banjori,banjori
651,rovnix,rovnix
652,banjori,banjori
653,cryptolocker,cryptolocker
654,pushdo,pushdo
655,conficker,conficker
656,zeus,zeus
657,conficker,conficker
658,pushdo,pushdo
659,matsnu,matsnu
660,tinba,tinba
661,banjori,banjori
662,pushdo,pushdo
663,tinba,locky
664,locky,ramnit
665,locky,locky
666,locky,ramnit
667,corebot,corebot
668,rovnix,rovnix
669,rovnix,rovnix
670,zeus,zeus
671,pushdo,pushdo
672,ramnit,banjori
673,corebot,corebot
674,matsnu,matsnu
675,cryptolocker,cryptolocker
676,conficker,conficker
677,locky,locky
678,zeus,zeus
679,matsnu,matsnu
680,locky,cryptolocker
681,zeus,zeus
682,zeus,zeus
683,zeus,zeus
684,banjori,banjori
685,rovnix,rovnix
686,conficker,conficker
687,zeus,zeus
688,ramnit,ramnit
689,corebot,corebot
690,ramnit,ramnit
691,matsnu,matsnu
692,conficker,conficker
693,rovnix,rovnix
694,locky,locky
695,rovnix,rovnix
696,banjori,banjori
697,rovnix,rovnix
698,zeus,zeus
699,cryptolocker,cryptolocker
700,pushdo,pushdo
701,locky,tinba
702,locky,locky
703,zeus,zeus
704,zeus,zeus
705,corebot,corebot
706,banjori,banjori
707,zeus,zeus
708,cryptolocker,cryptolocker
709,cryptolocker,cryptolocker
710,corebot,corebot
711,banjori,banjori
712,cryptolocker,cryptolocker
713,corebot,corebot
714,zeus,zeus
715,conficker,conficker
716,corebot,corebot
717,conficker,conficker
718,locky,tinba
719,rovnix,rovnix
720,zeus,zeus
721,corebot,corebot
722,pushdo,pushdo
723,banjori,banjori
724,tinba,tinba
725,matsnu,matsnu
726,ramnit,locky
727,tinba,tinba
728,ramnit,ramnit
729,locky,ramnit
730,pushdo,pushdo
731,tinba,tinba
732,tinba,tinba
733,tinba,tinba
734,pushdo,pushdo
735,conficker,conficker
736,locky,locky
737,zeus,zeus
738,banjori,banjori
739,conficker,locky
740,rovnix,rovnix
741,pushdo,pushdo
742,rovnix,rovnix
743,ramnit,ramnit
744,ramnit,ramnit
745,corebot,corebot
746,rovnix,rovnix
747,cryptolocker,cryptolocker
748,pushdo,pushdo
749,conficker,locky
750,locky,ramnit
751,ramnit,ramnit
752,conficker,locky
753,corebot,corebot
754,conficker,locky
755,conficker,locky
756,corebot,corebot
757,tinba,tinba
758,rovnix,rovnix
759,conficker,locky
760,cryptolocker,cryptolocker
761,rovnix,rovnix
762,tinba,tinba
763,tinba,tinba
764,cryptolocker,cryptolocker
765,cryptolocker,cryptolocker
766,matsnu,matsnu
767,corebot,corebot
768,banjori,banjori
769,ramnit,ramnit
770,cryptolocker,cryptolocker
771,zeus,zeus
772,locky,locky
773,cryptolocker,cryptolocker
774,banjori,banjori
775,ramnit,ramnit
776,tinba,locky
777,ramnit,ramnit
778,rovnix,rovnix
779,cryptolocker,cryptolocker
780,corebot,corebot
781,rovnix,rovnix
782,banjori,banjori
783,tinba,locky
784,matsnu,matsnu
785,ramnit,tinba
786,matsnu,matsnu
787,cryptolocker,cryptolocker
788,cryptolocker,cryptolocker
789,pushdo,pushdo
790,pushdo,pushdo
791,locky,locky
792,corebot,corebot
793,tinba,tinba
794,pushdo,pushdo
795,banjori,banjori
796,corebot,corebot
797,banjori,banjori
798,ramnit,conficker
799,conficker,locky
800,tinba,tinba
801,conficker,locky
802,zeus,zeus
803,tinba,tinba
804,matsnu,matsnu
805,rovnix,rovnix
806,matsnu,matsnu
807,locky,tinba
808,pushdo,pushdo
809,corebot,corebot
810,tinba,tinba
811,cryptolocker,cryptolocker
812,zeus,zeus
813,ramnit,ramnit
814,cryptolocker,cryptolocker
815,zeus,zeus
816,locky,ramnit
817,corebot,corebot
818,corebot,corebot
819,zeus,zeus
820,locky,conficker
821,locky,conficker
822,matsnu,matsnu
823,zeus,zeus
824,ramnit,ramnit
825,locky,tinba
826,zeus,zeus
827,pushdo,pushdo
828,corebot,corebot
829,rovnix,rovnix
830,tinba,tinba
831,banjori,banjori
832,zeus,zeus
833,matsnu,matsnu
834,locky,locky
835,matsnu,matsnu
836,banjori,banjori
837,conficker,locky
838,matsnu,matsnu
839,banjori,banjori
840,corebot,corebot
841,conficker,conficker
842,tinba,tinba
843,corebot,corebot
844,zeus,zeus
845,tinba,locky
846,banjori,banjori
847,rovnix,rovnix
848,rovnix,rovnix
849,pushdo,pushdo
850,zeus,zeus
851,matsnu,matsnu
852,matsnu,matsnu
853,locky,ramnit
854,matsnu,matsnu
855,banjori,banjori
856,tinba,tinba
857,tinba,tinba
858,banjori,banjori
859,tinba,ramnit
860,zeus,zeus
861,locky,conficker
862,locky,locky
863,ramnit,locky
864,matsnu,matsnu
865,banjori,banjori
866,matsnu,matsnu
867,corebot,corebot
868,zeus,zeus
869,locky,tinba
870,pushdo,pushdo
871,banjori,banjori
872,matsnu,matsnu
873,cryptolocker,cryptolocker
874,locky,tinba
875,zeus,zeus
876,rovnix,rovnix
877,conficker,ramnit
878,cryptolocker,cryptolocker
879,pushdo,pushdo
880,zeus,zeus
881,conficker,conficker
882,cryptolocker,cryptolocker
883,matsnu,matsnu
884,tinba,locky
885,rovnix,rovnix
886,conficker,conficker
887,rovnix,rovnix
888,locky,ramnit
889,conficker,conficker
890,tinba,tinba
891,cryptolocker,cryptolocker
892,zeus,zeus
893,corebot,corebot
894,zeus,zeus
895,ramnit,ramnit
896,tinba,locky
897,tinba,locky
898,cryptolocker,cryptolocker
899,matsnu,matsnu
900,cryptolocker,cryptolocker
901,ramnit,ramnit
902,corebot,corebot
903,rovnix,rovnix
904,rovnix,rovnix
905,locky,locky
906,corebot,corebot
907,pushdo,pushdo
908,cryptolocker,cryptolocker
909,conficker,conficker
910,corebot,corebot
911,zeus,zeus
912,conficker,ramnit
913,corebot,corebot
914,conficker,conficker
915,tinba,tinba
916,zeus,zeus
917,zeus,zeus
918,cryptolocker,cryptolocker
919,zeus,zeus
920,banjori,banjori
921,conficker,locky
922,conficker,tinba
923,tinba,tinba
924,pushdo,pushdo
925,matsnu,matsnu
926,pushdo,pushdo
927,banjori,banjori
928,pushdo,pushdo
929,pushdo,pushdo
930,banjori,banjori
931,rovnix,rovnix
932,rovnix,rovnix
933,locky,locky
934,conficker,conficker
935,matsnu,matsnu
936,cryptolocker,cryptolocker
937,pushdo,pushdo
938,corebot,corebot
939,banjori,banjori
940,ramnit,ramnit
941,zeus,zeus
942,locky,conficker
943,corebot,corebot
944,conficker,conficker
945,locky,tinba
946,locky,ramnit
947,pushdo,pushdo
948,conficker,tinba
949,conficker,conficker
950,banjori,banjori
951,conficker,conficker
952,rovnix,rovnix
953,cryptolocker,cryptolocker
954,pushdo,pushdo
955,rovnix,rovnix
956,matsnu,matsnu
957,zeus,zeus
958,pushdo,pushdo
959,banjori,banjori
960,locky,conficker
961,conficker,conficker
962,ramnit,ramnit
963,locky,tinba
964,rovnix,rovnix
965,tinba,tinba
966,corebot,corebot
967,conficker,conficker
968,ramnit,ramnit
969,corebot,corebot
970,conficker,conficker
971,ramnit,ramnit
972,corebot,corebot
973,matsnu,matsnu
974,tinba,locky
975,locky,ramnit
976,rovnix,rovnix
977,conficker,conficker
978,cryptolocker,cryptolocker
979,zeus,zeus
980,matsnu,matsnu
981,corebot,corebot
982,conficker,conficker
983,tinba,tinba
984,corebot,corebot
985,locky,conficker
986,locky,conficker
987,zeus,zeus
988,zeus,zeus
989,corebot,corebot
990,tinba,tinba
991,zeus,zeus
992,pushdo,pushdo
993,rovnix,rovnix
994,locky,locky
995,banjori,banjori
996,tinba,tinba
997,cryptolocker,cryptolocker
998,conficker,conficker
999,rovnix,rovnix
1000,pushdo,pushdo
1001,corebot,corebot
1002,cryptolocker,cryptolocker
1003,matsnu,matsnu
1004,corebot,corebot
1005,pushdo,pushdo
1006,rovnix,rovnix
1007,pushdo,pushdo
1008,corebot,corebot
1009,zeus,zeus
1010,conficker,locky
1011,banjori,banjori
1012,locky,locky
1013,cryptolocker,cryptolocker
1014,zeus,zeus
1015,pushdo,pushdo
1016,locky,ramnit
1017,banjori,banjori
1018,cryptolocker,cryptolocker
1019,conficker,conficker
1020,pushdo,pushdo
1021,cryptolocker,cryptolocker
1022,matsnu,matsnu
1023,matsnu,matsnu
1024,ramnit,ramnit
1025,rovnix,rovnix
1026,cryptolocker,cryptolocker
1027,ramnit,locky
1028,pushdo,pushdo
1029,locky,locky
1030,pushdo,pushdo
1031,tinba,tinba
1032,ramnit,locky
1033,matsnu,matsnu
1034,corebot,corebot
1035,ramnit,cryptolocker
1036,banjori,banjori
1037,ramnit,ramnit
1038,pushdo,pushdo
1039,cryptolocker,cryptolocker
1040,rovnix,rovnix
1041,pushdo,pushdo
1042,cryptolocker,cryptolocker
1043,pushdo,pushdo
1044,banjori,banjori
1045,matsnu,matsnu
1046,cryptolocker,cryptolocker
1047,tinba,tinba
1048,cryptolocker,cryptolocker
1049,cryptolocker,cryptolocker
1050,cryptolocker,cryptolocker
1051,banjori,banjori
1052,locky,locky
1053,corebot,corebot
1054,pushdo,pushdo
1055,cryptolocker,cryptolocker
1056,cryptolocker,cryptolocker
1057,matsnu,matsnu
1058,banjori,banjori
1059,rovnix,rovnix
1060,rovnix,rovnix
1061,cryptolocker,cryptolocker
1062,matsnu,matsnu
1063,zeus,zeus
1064,zeus,zeus
1065,zeus,zeus
1066,zeus,zeus
1067,ramnit,ramnit
1068,cryptolocker,cryptolocker
1069,corebot,corebot
1070,cryptolocker,cryptolocker
1071,locky,ramnit
1072,cryptolocker,cryptolocker
1073,banjori,banjori
1074,pushdo,pushdo
1075,ramnit,ramnit
1076,ramnit,ramnit
1077,cryptolocker,cryptolocker
1078,zeus,zeus
1079,cryptolocker,cryptolocker
1080,ramnit,ramnit
1081,tinba,tinba
1082,cryptolocker,cryptolocker
1083,cryptolocker,cryptolocker
1084,corebot,corebot
1085,pushdo,pushdo
1086,corebot,corebot
1087,banjori,banjori
1088,cryptolocker,cryptolocker
1089,conficker,conficker
1090,banjori,banjori
1091,corebot,corebot
1092,tinba,tinba
1093,matsnu,matsnu
1094,matsnu,matsnu
1095,zeus,zeus
1096,corebot,corebot
1097,pushdo,pushdo
1098,corebot,corebot
1099,pushdo,pushdo
1100,locky,ramnit
1101,matsnu,matsnu
1102,pushdo,pushdo
1103,rovnix,rovnix
1104,tinba,tinba
1105,tinba,tinba
1106,banjori,banjori
1107,zeus,zeus
1108,banjori,banjori
1109,corebot,corebot
1110,corebot,corebot
1111,pushdo,pushdo
1112,ramnit,ramnit
1113,zeus,zeus
1114,cryptolocker,cryptolocker
1115,banjori,banjori
1116,zeus,zeus
1117,rovnix,rovnix
1118,rovnix,rovnix
1119,pushdo,pushdo
1120,banjori,banjori
1121,pushdo,pushdo
1122,rovnix,rovnix
1123,tinba,tinba
1124,banjori,banjori
1125,matsnu,matsnu
1126,pushdo,pushdo
1127,banjori,banjori
1128,zeus,zeus
1129,corebot,corebot
1130,ramnit,locky
1131,tinba,tinba
1132,rovnix,rovnix
1133,locky,ramnit
1134,cryptolocker,cryptolocker
1135,tinba,tinba
1136,corebot,corebot
1137,banjori,banjori
1138,pushdo,pushdo
1139,banjori,banjori
1140,corebot,corebot
1141,matsnu,matsnu
1142,locky,ramnit
1143,corebot,corebot
1144,ramnit,locky
1145,corebot,corebot
1146,ramnit,ramnit
1147,tinba,tinba
1148,rovnix,rovnix
1149,banjori,banjori
1150,banjori,banjori
1151,pushdo,pushdo
1152,rovnix,rovnix
1153,banjori,banjori
1154,tinba,tinba
1155,pushdo,pushdo
1156,zeus,zeus
1157,cryptolocker,cryptolocker
1158,ramnit,ramnit
1159,conficker,conficker
1160,banjori,banjori
1161,locky,tinba
1162,matsnu,matsnu
1163,corebot,corebot
1164,ramnit,ramnit
1165,locky,conficker
1166,cryptolocker,cryptolocker
1167,banjori,banjori
1168,ramnit,ramnit
1169,rovnix,rovnix
1170,cryptolocker,cryptolocker
1171,cryptolocker,cryptolocker
1172,banjori,banjori
1173,zeus,zeus
1174,locky,locky
1175,pushdo,pushdo
1176,zeus,zeus
1177,ramnit,ramnit
1178,ramnit,conficker
1179,corebot,corebot
1180,ramnit,ramnit
1181,zeus,zeus
1182,zeus,zeus
1183,ramnit,ramnit
1184,tinba,tinba
1185,tinba,tinba
1186,pushdo,pushdo
1187,corebot,corebot
1188,matsnu,matsnu
1189,ramnit,ramnit
1190,banjori,banjori
1191,cryptolocker,cryptolocker
1192,matsnu,matsnu
1193,pushdo,pushdo
1194,cryptolocker,cryptolocker
1195,locky,tinba
1196,rovnix,rovnix
1197,conficker,locky
1198,pushdo,pushdo
1199,corebot,corebot
1200,ramnit,tinba
1201,pushdo,pushdo
1202,zeus,zeus
1203,banjori,banjori
1204,locky,locky
1205,zeus,zeus
1206,banjori,banjori
1207,corebot,corebot
1208,ramnit,ramnit
1209,cryptolocker,cryptolocker
1210,ramnit,locky
1211,banjori,banjori
1212,locky,locky
1213,conficker,conficker
1214,matsnu,matsnu
1215,cryptolocker,cryptolocker
1216,conficker,ramnit
1217,zeus,zeus
1218,zeus,zeus
1219,banjori,banjori
1220,conficker,conficker
1221,conficker,conficker
1222,ramnit,locky
1223,ramnit,ramnit
1224,cryptolocker,cryptolocker
1225,banjori,banjori
1226,matsnu,matsnu
1227,matsnu,matsnu
1228,pushdo,pushdo
1229,rovnix,rovnix
1230,zeus,zeus
1231,tinba,locky
1232,rovnix,rovnix
1233,matsnu,matsnu
1234,locky,conficker
1235,rovnix,rovnix
1236,corebot,corebot
