,0,1,2,3,4,5,6,7,8,9
68,rovnix,banjori,conficker,pushdo,tinba,goz,locky,zeus,new_goz,zeus
69,goz,new_goz,zeus,rovnix,locky,tinba,conficker,banjori,pushdo,conficker
70,rovnix,goz,zeus,new_goz,conficker,tinba,banjori,pushdo,locky,banjori
71,tinba,rovnix,conficker,goz,banjori,locky,pushdo,zeus,new_goz,new_goz
72,rovnix,pushdo,new_goz,goz,banjori,locky,conficker,zeus,tinba,tinba
73,rovnix,goz,banjori,pushdo,locky,tinba,conficker,zeus,new_goz,zeus
74,rovnix,banjori,new_goz,goz,pushdo,locky,zeus,conficker,tinba,tinba
75,new_goz,pushdo,rovnix,conficker,banjori,goz,tinba,zeus,locky,tinba
76,rovnix,banjori,conficker,tinba,pushdo,locky,goz,zeus,new_goz,new_goz
77,rovnix,pushdo,banjori,conficker,goz,tinba,locky,new_goz,zeus,new_goz
78,rovnix,banjori,pushdo,goz,conficker,locky,tinba,zeus,new_goz,zeus
79,rovnix,pushdo,banjori,goz,conficker,locky,tinba,new_goz,zeus,zeus
80,conficker,banjori,tinba,pushdo,rovnix,goz,locky,zeus,new_goz,new_goz
81,goz,rovnix,new_goz,pushdo,banjori,locky,conficker,zeus,tinba,tinba
82,rovnix,banjori,pushdo,conficker,tinba,goz,locky,zeus,new_goz,zeus
83,goz,zeus,new_goz,tinba,conficker,rovnix,locky,banjori,pushdo,pushdo
84,rovnix,pushdo,banjori,locky,goz,conficker,tinba,new_goz,zeus,zeus
85,rovnix,pushdo,banjori,conficker,new_goz,tinba,locky,zeus,goz,goz
86,goz,tinba,conficker,new_goz,zeus,pushdo,locky,banjori,rovnix,rovnix
87,goz,banjori,rovnix,conficker,zeus,locky,pushdo,tinba,new_goz,locky
88,goz,new_goz,tinba,conficker,banjori,locky,zeus,pushdo,rovnix,rovnix
89,zeus,goz,rovnix,new_goz,tinba,locky,conficker,banjori,pushdo,pushdo
90,goz,new_goz,rovnix,banjori,zeus,locky,pushdo,tinba,conficker,locky
91,rovnix,new_goz,goz,locky,pushdo,zeus,banjori,conficker,tinba,conficker
92,rovnix,conficker,pushdo,banjori,tinba,new_goz,zeus,locky,goz,goz
93,rovnix,goz,new_goz,locky,banjori,pushdo,zeus,conficker,tinba,tinba
94,rovnix,banjori,pushdo,tinba,conficker,new_goz,locky,zeus,goz,goz
95,goz,tinba,conficker,new_goz,zeus,banjori,locky,pushdo,rovnix,rovnix
96,goz,rovnix,new_goz,pushdo,banjori,locky,zeus,conficker,tinba,tinba
97,goz,new_goz,conficker,zeus,rovnix,tinba,pushdo,locky,banjori,banjori
98,rovnix,goz,new_goz,locky,zeus,banjori,pushdo,conficker,tinba,tinba
99,rovnix,goz,new_goz,zeus,locky,banjori,pushdo,conficker,tinba,conficker
100,rovnix,goz,zeus,new_goz,banjori,locky,conficker,tinba,pushdo,pushdo
101,rovnix,conficker,banjori,tinba,new_goz,pushdo,zeus,goz,locky,conficker
102,rovnix,goz,pushdo,new_goz,banjori,locky,zeus,conficker,tinba,tinba
103,rovnix,banjori,pushdo,new_goz,locky,conficker,zeus,goz,tinba,goz
104,rovnix,new_goz,banjori,goz,zeus,pushdo,conficker,locky,tinba,tinba
105,rovnix,new_goz,goz,zeus,tinba,banjori,conficker,locky,pushdo,locky
106,rovnix,pushdo,banjori,goz,conficker,locky,tinba,new_goz,zeus,new_goz
107,goz,new_goz,tinba,conficker,zeus,locky,banjori,pushdo,rovnix,rovnix
108,zeus,goz,rovnix,tinba,conficker,new_goz,locky,banjori,pushdo,pushdo
109,rovnix,tinba,banjori,zeus,conficker,new_goz,locky,goz,pushdo,goz
110,goz,zeus,rovnix,new_goz,tinba,conficker,banjori,locky,pushdo,locky
111,goz,new_goz,pushdo,rovnix,locky,banjori,zeus,conficker,tinba,tinba
112,goz,new_goz,rovnix,locky,banjori,zeus,pushdo,conficker,tinba,tinba
113,pushdo,banjori,rovnix,conficker,goz,locky,tinba,new_goz,zeus,zeus
114,goz,new_goz,zeus,rovnix,conficker,tinba,pushdo,locky,banjori,banjori
115,rovnix,goz,new_goz,banjori,zeus,locky,pushdo,conficker,tinba,locky
116,rovnix,pushdo,banjori,new_goz,conficker,tinba,zeus,locky,goz,goz
117,rovnix,banjori,pushdo,conficker,tinba,goz,locky,zeus,new_goz,zeus
118,rovnix,banjori,new_goz,pushdo,goz,locky,conficker,zeus,tinba,goz
119,rovnix,goz,pushdo,banjori,locky,conficker,tinba,new_goz,zeus,zeus
120,goz,rovnix,zeus,banjori,new_goz,conficker,locky,pushdo,tinba,locky
121,rovnix,new_goz,banjori,pushdo,goz,conficker,locky,tinba,zeus,locky
122,zeus,rovnix,tinba,goz,conficker,new_goz,banjori,locky,pushdo,pushdo
123,rovnix,pushdo,goz,new_goz,banjori,locky,zeus,conficker,tinba,tinba
124,rovnix,new_goz,zeus,banjori,goz,conficker,pushdo,tinba,locky,locky
125,rovnix,banjori,pushdo,goz,locky,conficker,tinba,zeus,new_goz,zeus
126,rovnix,banjori,conficker,pushdo,new_goz,goz,zeus,tinba,locky,locky
127,goz,rovnix,new_goz,pushdo,banjori,locky,zeus,conficker,tinba,tinba
128,conficker,tinba,goz,new_goz,banjori,zeus,pushdo,locky,rovnix,rovnix
129,goz,zeus,new_goz,rovnix,tinba,conficker,locky,banjori,pushdo,pushdo
130,tinba,goz,zeus,conficker,new_goz,locky,rovnix,banjori,pushdo,pushdo
131,rovnix,pushdo,banjori,locky,conficker,tinba,goz,new_goz,zeus,zeus
132,goz,zeus,rovnix,tinba,new_goz,conficker,locky,banjori,pushdo,pushdo
133,rovnix,banjori,pushdo,goz,conficker,tinba,locky,new_goz,zeus,new_goz
134,goz,tinba,conficker,rovnix,locky,zeus,banjori,pushdo,new_goz,zeus
135,rovnix,pushdo,banjori,new_goz,conficker,locky,tinba,goz,zeus,goz
136,pushdo,rovnix,banjori,locky,goz,conficker,tinba,new_goz,zeus,new_goz
137,rovnix,new_goz,pushdo,banjori,conficker,tinba,goz,zeus,locky,conficker
138,rovnix,goz,new_goz,pushdo,locky,zeus,banjori,conficker,tinba,locky
139,rovnix,banjori,new_goz,pushdo,tinba,conficker,locky,zeus,goz,goz
140,rovnix,goz,new_goz,zeus,locky,conficker,pushdo,tinba,banjori,conficker
141,rovnix,goz,zeus,new_goz,tinba,conficker,locky,banjori,pushdo,pushdo
142,rovnix,banjori,pushdo,new_goz,conficker,tinba,locky,zeus,goz,goz
143,goz,conficker,tinba,new_goz,zeus,banjori,locky,pushdo,rovnix,rovnix
144,rovnix,zeus,conficker,goz,new_goz,tinba,banjori,pushdo,locky,conficker
145,zeus,rovnix,tinba,goz,conficker,new_goz,locky,banjori,pushdo,pushdo
146,rovnix,pushdo,banjori,goz,conficker,locky,tinba,new_goz,zeus,new_goz
147,rovnix,goz,new_goz,pushdo,zeus,banjori,conficker,locky,tinba,tinba
148,rovnix,pushdo,banjori,goz,locky,conficker,tinba,new_goz,zeus,zeus
149,goz,rovnix,new_goz,zeus,tinba,conficker,pushdo,locky,banjori,banjori
150,rovnix,banjori,pushdo,new_goz,goz,conficker,locky,zeus,tinba,goz
151,rovnix,conficker,goz,banjori,tinba,pushdo,locky,zeus,new_goz,zeus
152,goz,new_goz,zeus,rovnix,conficker,tinba,locky,pushdo,banjori,banjori
153,goz,new_goz,tinba,conficker,locky,zeus,banjori,pushdo,rovnix,rovnix
154,rovnix,pushdo,banjori,goz,conficker,locky,tinba,zeus,new_goz,zeus
155,goz,zeus,rovnix,new_goz,locky,tinba,conficker,banjori,pushdo,pushdo
156,rovnix,banjori,goz,conficker,pushdo,tinba,locky,zeus,new_goz,new_goz
157,goz,new_goz,zeus,tinba,locky,conficker,banjori,rovnix,pushdo,pushdo
158,rovnix,conficker,pushdo,banjori,tinba,new_goz,zeus,locky,goz,goz
159,goz,new_goz,zeus,rovnix,locky,banjori,conficker,tinba,pushdo,pushdo
160,rovnix,banjori,pushdo,goz,conficker,locky,tinba,new_goz,zeus,zeus
161,goz,new_goz,rovnix,zeus,conficker,pushdo,tinba,locky,banjori,banjori
162,rovnix,goz,conficker,pushdo,banjori,new_goz,tinba,zeus,locky,locky
163,goz,rovnix,new_goz,pushdo,zeus,locky,banjori,conficker,tinba,conficker
164,tinba,rovnix,banjori,conficker,pushdo,zeus,new_goz,locky,goz,goz
165,pushdo,rovnix,banjori,goz,conficker,locky,new_goz,tinba,zeus,new_goz
166,goz,new_goz,rovnix,banjori,zeus,pushdo,conficker,locky,tinba,locky
167,rovnix,banjori,tinba,pushdo,conficker,new_goz,locky,zeus,goz,goz
168,new_goz,zeus,tinba,rovnix,goz,conficker,pushdo,locky,banjori,banjori
169,rovnix,pushdo,banjori,goz,locky,conficker,tinba,new_goz,zeus,zeus
170,goz,new_goz,conficker,tinba,pushdo,banjori,locky,zeus,rovnix,rovnix
171,rovnix,banjori,pushdo,conficker,tinba,locky,goz,zeus,new_goz,zeus
172,rovnix,pushdo,conficker,goz,banjori,tinba,new_goz,locky,zeus,zeus
173,rovnix,pushdo,new_goz,tinba,banjori,conficker,zeus,locky,goz,conficker
174,rovnix,new_goz,tinba,conficker,goz,zeus,banjori,pushdo,locky,locky
175,rovnix,goz,pushdo,new_goz,banjori,locky,zeus,conficker,tinba,tinba
176,rovnix,goz,conficker,banjori,tinba,pushdo,locky,zeus,new_goz,zeus
177,zeus,goz,tinba,new_goz,conficker,locky,rovnix,banjori,pushdo,pushdo
178,rovnix,banjori,pushdo,conficker,tinba,locky,goz,new_goz,zeus,zeus
179,rovnix,conficker,pushdo,banjori,tinba,goz,locky,zeus,new_goz,zeus
180,goz,rovnix,zeus,conficker,new_goz,tinba,banjori,pushdo,locky,conficker
181,rovnix,new_goz,zeus,banjori,conficker,tinba,goz,pushdo,locky,conficker
182,rovnix,conficker,banjori,tinba,pushdo,new_goz,zeus,goz,locky,locky
183,goz,new_goz,tinba,conficker,pushdo,locky,zeus,banjori,rovnix,rovnix
184,rovnix,goz,zeus,new_goz,locky,banjori,conficker,tinba,pushdo,tinba
185,pushdo,banjori,rovnix,new_goz,conficker,locky,goz,tinba,zeus,goz
186,goz,new_goz,tinba,conficker,zeus,banjori,locky,pushdo,rovnix,rovnix
187,rovnix,goz,zeus,locky,banjori,new_goz,pushdo,tinba,conficker,conficker
188,goz,new_goz,zeus,rovnix,banjori,locky,conficker,tinba,pushdo,pushdo
189,goz,rovnix,new_goz,zeus,pushdo,banjori,tinba,conficker,locky,locky
190,goz,new_goz,tinba,zeus,conficker,locky,banjori,pushdo,rovnix,pushdo
191,goz,zeus,tinba,new_goz,conficker,locky,rovnix,banjori,pushdo,pushdo
192,new_goz,goz,zeus,rovnix,conficker,tinba,banjori,pushdo,locky,conficker
193,goz,zeus,rovnix,tinba,conficker,new_goz,locky,banjori,pushdo,pushdo
194,rovnix,tinba,banjori,conficker,zeus,pushdo,new_goz,locky,goz,conficker
195,rovnix,goz,banjori,pushdo,conficker,locky,tinba,zeus,new_goz,new_goz
196,zeus,tinba,rovnix,conficker,goz,new_goz,banjori,locky,pushdo,pushdo
197,zeus,new_goz,rovnix,tinba,goz,conficker,locky,pushdo,banjori,banjori
198,zeus,rovnix,tinba,goz,new_goz,conficker,locky,banjori,pushdo,pushdo
199,goz,new_goz,zeus,rovnix,tinba,conficker,pushdo,locky,banjori,banjori
200,rovnix,conficker,tinba,pushdo,banjori,new_goz,zeus,locky,goz,goz
201,rovnix,goz,zeus,new_goz,conficker,tinba,banjori,locky,pushdo,locky
202,rovnix,tinba,banjori,new_goz,conficker,pushdo,zeus,locky,goz,goz
203,rovnix,goz,new_goz,pushdo,zeus,locky,banjori,conficker,tinba,conficker
204,rovnix,tinba,zeus,goz,conficker,new_goz,pushdo,banjori,locky,conficker
205,goz,new_goz,rovnix,locky,zeus,banjori,pushdo,tinba,conficker,conficker
206,rovnix,banjori,pushdo,conficker,locky,tinba,goz,zeus,new_goz,new_goz
207,rovnix,goz,new_goz,zeus,banjori,locky,pushdo,conficker,tinba,locky
208,rovnix,pushdo,banjori,locky,goz,conficker,tinba,zeus,new_goz,zeus
209,rovnix,banjori,zeus,conficker,tinba,new_goz,locky,goz,pushdo,goz
210,rovnix,goz,locky,banjori,pushdo,zeus,conficker,tinba,new_goz,conficker
211,goz,rovnix,new_goz,pushdo,locky,banjori,zeus,conficker,tinba,tinba
212,goz,banjori,pushdo,rovnix,new_goz,conficker,tinba,zeus,locky,locky
213,rovnix,banjori,tinba,pushdo,conficker,goz,locky,zeus,new_goz,zeus
214,rovnix,pushdo,banjori,goz,conficker,locky,tinba,new_goz,zeus,zeus
215,goz,new_goz,rovnix,pushdo,zeus,tinba,locky,conficker,banjori,banjori
216,rovnix,new_goz,pushdo,banjori,conficker,tinba,zeus,goz,locky,tinba
217,zeus,rovnix,tinba,goz,new_goz,conficker,banjori,locky,pushdo,pushdo
218,rovnix,goz,pushdo,new_goz,banjori,locky,zeus,conficker,tinba,tinba
219,rovnix,pushdo,banjori,goz,conficker,locky,tinba,new_goz,zeus,new_goz
220,rovnix,new_goz,goz,zeus,conficker,tinba,locky,pushdo,banjori,banjori
221,goz,pushdo,new_goz,locky,banjori,rovnix,zeus,conficker,tinba,tinba
222,goz,tinba,zeus,new_goz,conficker,locky,banjori,rovnix,pushdo,pushdo
223,rovnix,pushdo,banjori,locky,goz,tinba,conficker,new_goz,zeus,new_goz
224,rovnix,goz,banjori,pushdo,conficker,locky,tinba,zeus,new_goz,new_goz
225,pushdo,rovnix,banjori,locky,goz,conficker,tinba,new_goz,zeus,new_goz
226,goz,zeus,new_goz,tinba,locky,banjori,conficker,rovnix,pushdo,pushdo
227,rovnix,banjori,conficker,tinba,new_goz,goz,pushdo,zeus,locky,goz
228,rovnix,banjori,pushdo,conficker,goz,locky,tinba,zeus,new_goz,new_goz
229,rovnix,tinba,conficker,banjori,pushdo,new_goz,zeus,locky,goz,goz
230,goz,rovnix,new_goz,pushdo,zeus,locky,conficker,tinba,banjori,banjori
231,rovnix,banjori,pushdo,locky,conficker,goz,tinba,new_goz,zeus,new_goz
232,rovnix,zeus,conficker,tinba,banjori,goz,new_goz,pushdo,locky,tinba
233,rovnix,new_goz,goz,locky,pushdo,zeus,banjori,tinba,conficker,conficker
234,goz,new_goz,conficker,tinba,pushdo,locky,zeus,banjori,rovnix,rovnix
235,rovnix,banjori,pushdo,conficker,goz,tinba,locky,zeus,new_goz,zeus
236,rovnix,goz,zeus,new_goz,tinba,locky,conficker,banjori,pushdo,banjori
237,rovnix,goz,pushdo,banjori,locky,conficker,new_goz,tinba,zeus,new_goz
238,tinba,goz,conficker,new_goz,banjori,zeus,locky,pushdo,rovnix,rovnix
239,goz,new_goz,zeus,conficker,tinba,rovnix,banjori,pushdo,locky,banjori
240,rovnix,pushdo,banjori,tinba,conficker,locky,goz,new_goz,zeus,new_goz
241,pushdo,banjori,new_goz,rovnix,conficker,goz,locky,tinba,zeus,conficker
242,goz,new_goz,locky,banjori,zeus,tinba,rovnix,pushdo,conficker,locky
243,goz,new_goz,rovnix,pushdo,banjori,locky,zeus,conficker,tinba,tinba
244,goz,tinba,conficker,new_goz,banjori,pushdo,zeus,locky,rovnix,rovnix
245,goz,new_goz,conficker,tinba,pushdo,banjori,locky,zeus,rovnix,rovnix
246,rovnix,banjori,pushdo,locky,new_goz,zeus,goz,conficker,tinba,locky
247,banjori,rovnix,pushdo,tinba,conficker,locky,goz,zeus,new_goz,zeus
248,rovnix,pushdo,banjori,tinba,conficker,new_goz,locky,zeus,goz,goz
249,rovnix,pushdo,banjori,conficker,tinba,new_goz,zeus,locky,goz,goz
250,rovnix,goz,new_goz,banjori,locky,pushdo,zeus,conficker,tinba,locky
251,tinba,conficker,goz,new_goz,zeus,banjori,locky,pushdo,rovnix,rovnix
252,rovnix,banjori,pushdo,conficker,tinba,new_goz,zeus,locky,goz,goz
253,pushdo,banjori,rovnix,conficker,goz,tinba,locky,new_goz,zeus,zeus
254,goz,new_goz,zeus,tinba,conficker,locky,banjori,rovnix,pushdo,pushdo
255,goz,rovnix,zeus,new_goz,locky,tinba,conficker,banjori,pushdo,banjori
256,pushdo,rovnix,banjori,goz,locky,conficker,tinba,new_goz,zeus,new_goz
257,rovnix,pushdo,banjori,new_goz,locky,goz,tinba,zeus,conficker,tinba
258,rovnix,goz,zeus,new_goz,tinba,conficker,banjori,locky,pushdo,locky
259,goz,new_goz,tinba,conficker,zeus,locky,pushdo,banjori,rovnix,rovnix
