,0,1,2,3,4,5,6,7,8,9
27,tinba,goz,new_goz,zeus,conficker,banjori,locky,pushdo,rovnix,rovnix
28,rovnix,pushdo,tinba,banjori,goz,conficker,locky,new_goz,zeus,zeus
29,zeus,goz,new_goz,conficker,tinba,rovnix,locky,banjori,pushdo,pushdo
30,rovnix,new_goz,pushdo,zeus,conficker,banjori,locky,tinba,goz,goz
31,zeus,new_goz,goz,banjori,rovnix,conficker,tinba,locky,pushdo,locky
32,tinba,goz,new_goz,zeus,conficker,banjori,locky,pushdo,rovnix,rovnix
33,rovnix,new_goz,zeus,pushdo,banjori,goz,locky,conficker,tinba,tinba
34,zeus,new_goz,rovnix,pushdo,goz,tinba,banjori,conficker,locky,tinba
35,tinba,new_goz,goz,zeus,conficker,banjori,locky,pushdo,rovnix,rovnix
36,tinba,pushdo,rovnix,goz,locky,conficker,banjori,new_goz,zeus,new_goz
37,zeus,goz,new_goz,conficker,banjori,rovnix,tinba,locky,pushdo,pushdo
38,zeus,new_goz,rovnix,locky,pushdo,goz,conficker,tinba,banjori,banjori
39,rovnix,new_goz,zeus,pushdo,banjori,conficker,locky,goz,tinba,tinba
40,rovnix,new_goz,pushdo,zeus,banjori,locky,tinba,conficker,goz,conficker
41,zeus,rovnix,new_goz,banjori,goz,conficker,tinba,pushdo,locky,locky
42,new_goz,tinba,goz,zeus,conficker,locky,banjori,pushdo,rovnix,rovnix
43,tinba,rovnix,pushdo,goz,banjori,conficker,locky,zeus,new_goz,new_goz
44,rovnix,new_goz,zeus,pushdo,banjori,tinba,goz,conficker,locky,conficker
45,zeus,rovnix,new_goz,pushdo,goz,locky,conficker,banjori,tinba,tinba
46,rovnix,zeus,new_goz,pushdo,banjori,conficker,goz,locky,tinba,locky
47,tinba,rovnix,pushdo,goz,banjori,conficker,locky,zeus,new_goz,new_goz
48,rovnix,pushdo,banjori,new_goz,zeus,conficker,tinba,locky,goz,new_goz
49,tinba,rovnix,pushdo,goz,banjori,conficker,locky,zeus,new_goz,new_goz
50,rovnix,pushdo,new_goz,banjori,tinba,zeus,conficker,locky,goz,goz
51,rovnix,zeus,new_goz,banjori,pushdo,conficker,goz,locky,tinba,tinba
52,tinba,goz,new_goz,zeus,conficker,locky,banjori,pushdo,rovnix,rovnix
53,zeus,new_goz,goz,conficker,banjori,tinba,rovnix,locky,pushdo,pushdo
54,zeus,new_goz,rovnix,banjori,goz,pushdo,conficker,locky,tinba,tinba
55,zeus,new_goz,goz,conficker,banjori,rovnix,tinba,locky,pushdo,pushdo
56,new_goz,goz,tinba,zeus,conficker,locky,banjori,pushdo,rovnix,rovnix
57,rovnix,pushdo,tinba,conficker,locky,banjori,zeus,goz,new_goz,zeus
58,tinba,rovnix,pushdo,goz,banjori,conficker,locky,zeus,new_goz,zeus
59,new_goz,zeus,rovnix,banjori,pushdo,tinba,goz,conficker,locky,goz
60,tinba,new_goz,goz,zeus,conficker,banjori,locky,pushdo,rovnix,rovnix
61,new_goz,rovnix,pushdo,zeus,banjori,tinba,locky,conficker,goz,goz
62,rovnix,zeus,new_goz,pushdo,banjori,conficker,tinba,locky,goz,goz
63,tinba,new_goz,goz,zeus,conficker,banjori,locky,pushdo,rovnix,rovnix
64,zeus,new_goz,goz,tinba,locky,rovnix,conficker,banjori,pushdo,pushdo
65,tinba,pushdo,goz,rovnix,conficker,locky,banjori,new_goz,zeus,new_goz
66,tinba,pushdo,rovnix,banjori,goz,conficker,locky,new_goz,zeus,zeus
67,pushdo,rovnix,tinba,locky,banjori,goz,new_goz,conficker,zeus,new_goz
68,tinba,pushdo,rovnix,goz,banjori,locky,conficker,zeus,new_goz,new_goz
69,tinba,rovnix,pushdo,goz,banjori,locky,conficker,zeus,new_goz,zeus
70,rovnix,zeus,new_goz,banjori,conficker,pushdo,locky,goz,tinba,locky
71,tinba,rovnix,pushdo,goz,banjori,conficker,locky,zeus,new_goz,new_goz
72,rovnix,zeus,new_goz,banjori,pushdo,conficker,goz,locky,tinba,conficker
73,rovnix,pushdo,new_goz,zeus,banjori,conficker,tinba,locky,goz,goz
74,zeus,rovnix,new_goz,banjori,conficker,pushdo,goz,tinba,locky,conficker
75,zeus,new_goz,goz,banjori,tinba,conficker,rovnix,locky,pushdo,pushdo
76,zeus,new_goz,goz,tinba,conficker,locky,banjori,rovnix,pushdo,pushdo
77,new_goz,rovnix,zeus,pushdo,locky,tinba,goz,conficker,banjori,conficker
78,zeus,rovnix,new_goz,banjori,pushdo,goz,conficker,tinba,locky,conficker
79,rovnix,pushdo,zeus,banjori,conficker,new_goz,locky,goz,tinba,new_goz
80,rovnix,tinba,goz,conficker,pushdo,banjori,locky,zeus,new_goz,new_goz
81,rovnix,new_goz,zeus,pushdo,banjori,locky,tinba,goz,conficker,conficker
82,tinba,pushdo,rovnix,goz,banjori,locky,conficker,new_goz,zeus,zeus
83,rovnix,new_goz,pushdo,zeus,banjori,conficker,locky,tinba,goz,locky
84,tinba,rovnix,pushdo,locky,goz,conficker,banjori,new_goz,zeus,zeus
85,rovnix,pushdo,new_goz,zeus,locky,banjori,conficker,tinba,goz,goz
86,new_goz,zeus,goz,tinba,locky,banjori,rovnix,pushdo,conficker,conficker
87,tinba,pushdo,rovnix,goz,banjori,conficker,locky,zeus,new_goz,new_goz
88,tinba,rovnix,pushdo,goz,locky,banjori,conficker,new_goz,zeus,new_goz
89,rovnix,new_goz,zeus,pushdo,banjori,tinba,goz,conficker,locky,locky
90,zeus,goz,new_goz,tinba,conficker,banjori,locky,rovnix,pushdo,pushdo
91,zeus,new_goz,goz,tinba,rovnix,conficker,banjori,locky,pushdo,banjori
92,rovnix,new_goz,pushdo,zeus,locky,conficker,banjori,tinba,goz,goz
93,zeus,new_goz,goz,rovnix,banjori,tinba,conficker,locky,pushdo,pushdo
94,zeus,new_goz,rovnix,goz,conficker,banjori,locky,tinba,pushdo,tinba
95,rovnix,new_goz,zeus,pushdo,banjori,locky,conficker,goz,tinba,locky
96,zeus,new_goz,rovnix,goz,banjori,conficker,tinba,locky,pushdo,conficker
97,zeus,goz,new_goz,conficker,banjori,tinba,rovnix,locky,pushdo,pushdo
98,new_goz,zeus,goz,locky,tinba,rovnix,pushdo,conficker,banjori,banjori
99,tinba,new_goz,goz,zeus,locky,conficker,banjori,pushdo,rovnix,rovnix
100,pushdo,tinba,rovnix,banjori,locky,goz,conficker,new_goz,zeus,new_goz
101,zeus,new_goz,rovnix,goz,conficker,banjori,tinba,pushdo,locky,locky
102,rovnix,pushdo,tinba,banjori,goz,conficker,locky,new_goz,zeus,zeus
103,tinba,pushdo,rovnix,locky,banjori,goz,conficker,new_goz,zeus,new_goz
104,new_goz,tinba,goz,zeus,conficker,locky,banjori,pushdo,rovnix,rovnix
105,rovnix,pushdo,tinba,banjori,goz,conficker,zeus,locky,new_goz,zeus
106,zeus,new_goz,rovnix,conficker,goz,banjori,locky,tinba,pushdo,pushdo
107,rovnix,new_goz,pushdo,zeus,banjori,tinba,conficker,locky,goz,goz
108,new_goz,rovnix,zeus,pushdo,banjori,conficker,tinba,locky,goz,goz
109,rovnix,tinba,pushdo,goz,conficker,banjori,locky,zeus,new_goz,zeus
110,rovnix,pushdo,new_goz,zeus,tinba,locky,banjori,conficker,goz,goz
111,rovnix,new_goz,zeus,pushdo,banjori,locky,conficker,goz,tinba,tinba
112,zeus,new_goz,rovnix,conficker,goz,locky,banjori,tinba,pushdo,pushdo
113,tinba,goz,rovnix,pushdo,conficker,banjori,locky,zeus,new_goz,new_goz
114,rovnix,zeus,new_goz,pushdo,banjori,goz,locky,conficker,tinba,tinba
115,rovnix,new_goz,zeus,banjori,pushdo,conficker,locky,goz,tinba,tinba
116,rovnix,new_goz,pushdo,zeus,banjori,conficker,locky,tinba,goz,goz
117,rovnix,new_goz,zeus,banjori,pushdo,conficker,tinba,locky,goz,locky
118,tinba,goz,new_goz,zeus,banjori,conficker,locky,pushdo,rovnix,rovnix
119,tinba,rovnix,goz,pushdo,conficker,banjori,locky,zeus,new_goz,zeus
120,zeus,rovnix,new_goz,banjori,goz,conficker,pushdo,tinba,locky,tinba
121,zeus,new_goz,goz,tinba,banjori,conficker,rovnix,locky,pushdo,pushdo
122,zeus,rovnix,locky,tinba,new_goz,goz,pushdo,conficker,banjori,banjori
123,tinba,rovnix,pushdo,goz,locky,banjori,conficker,zeus,new_goz,zeus
124,new_goz,rovnix,zeus,pushdo,banjori,tinba,conficker,locky,goz,goz
125,rovnix,new_goz,pushdo,zeus,tinba,banjori,goz,locky,conficker,conficker
126,rovnix,new_goz,zeus,goz,banjori,pushdo,conficker,locky,tinba,tinba
127,rovnix,zeus,new_goz,pushdo,banjori,goz,tinba,conficker,locky,conficker
128,zeus,new_goz,goz,tinba,locky,conficker,pushdo,rovnix,banjori,banjori
129,zeus,new_goz,rovnix,goz,tinba,pushdo,locky,conficker,banjori,banjori
130,rovnix,zeus,new_goz,banjori,pushdo,goz,locky,tinba,conficker,locky
131,tinba,rovnix,pushdo,goz,conficker,locky,banjori,zeus,new_goz,new_goz
132,tinba,new_goz,goz,zeus,conficker,locky,banjori,pushdo,rovnix,rovnix
133,new_goz,zeus,rovnix,banjori,conficker,goz,pushdo,locky,tinba,tinba
134,rovnix,new_goz,pushdo,zeus,banjori,conficker,locky,tinba,goz,goz
135,rovnix,pushdo,tinba,banjori,goz,locky,conficker,new_goz,zeus,new_goz
136,zeus,new_goz,rovnix,goz,tinba,banjori,pushdo,conficker,locky,locky
137,rovnix,zeus,pushdo,new_goz,banjori,locky,goz,conficker,tinba,tinba
138,rovnix,pushdo,new_goz,tinba,locky,banjori,zeus,goz,conficker,conficker
139,tinba,pushdo,rovnix,goz,banjori,conficker,locky,new_goz,zeus,new_goz
140,tinba,rovnix,pushdo,conficker,goz,locky,banjori,zeus,new_goz,new_goz
141,tinba,rovnix,pushdo,goz,locky,conficker,new_goz,banjori,zeus,zeus
142,rovnix,tinba,goz,banjori,conficker,zeus,pushdo,new_goz,locky,zeus
143,tinba,new_goz,zeus,locky,goz,pushdo,rovnix,conficker,banjori,banjori
144,new_goz,zeus,rovnix,pushdo,locky,tinba,goz,conficker,banjori,banjori
145,tinba,pushdo,goz,rovnix,banjori,conficker,locky,zeus,new_goz,new_goz
146,zeus,new_goz,rovnix,banjori,conficker,goz,tinba,pushdo,locky,pushdo
147,zeus,new_goz,tinba,locky,rovnix,goz,conficker,pushdo,banjori,banjori
148,rovnix,new_goz,pushdo,zeus,locky,conficker,banjori,tinba,goz,goz
149,goz,zeus,tinba,new_goz,conficker,banjori,rovnix,locky,pushdo,pushdo
150,tinba,goz,rovnix,pushdo,zeus,conficker,banjori,new_goz,locky,zeus
151,zeus,new_goz,goz,banjori,tinba,rovnix,conficker,locky,pushdo,pushdo
152,new_goz,zeus,rovnix,pushdo,banjori,locky,goz,tinba,conficker,conficker
153,rovnix,pushdo,new_goz,zeus,banjori,locky,tinba,goz,conficker,conficker
154,zeus,rovnix,new_goz,banjori,conficker,locky,goz,pushdo,tinba,tinba
155,rovnix,pushdo,tinba,banjori,goz,locky,conficker,new_goz,zeus,zeus
156,new_goz,zeus,rovnix,pushdo,goz,banjori,tinba,locky,conficker,locky
157,rovnix,zeus,new_goz,pushdo,banjori,goz,conficker,locky,tinba,tinba
158,zeus,new_goz,goz,conficker,rovnix,banjori,locky,tinba,pushdo,pushdo
159,rovnix,zeus,pushdo,goz,tinba,new_goz,banjori,locky,conficker,conficker
160,rovnix,pushdo,tinba,conficker,banjori,goz,locky,zeus,new_goz,zeus
161,zeus,new_goz,rovnix,locky,pushdo,tinba,goz,conficker,banjori,banjori
162,rovnix,pushdo,new_goz,banjori,zeus,tinba,locky,conficker,goz,goz
163,tinba,rovnix,pushdo,locky,banjori,goz,conficker,new_goz,zeus,zeus
164,zeus,new_goz,rovnix,banjori,pushdo,goz,locky,conficker,tinba,conficker
165,pushdo,tinba,rovnix,banjori,locky,conficker,goz,new_goz,zeus,zeus
166,new_goz,zeus,tinba,rovnix,goz,locky,pushdo,conficker,banjori,banjori
167,zeus,new_goz,goz,tinba,banjori,conficker,rovnix,pushdo,locky,conficker
168,rovnix,pushdo,tinba,banjori,goz,conficker,locky,new_goz,zeus,zeus
169,rovnix,zeus,new_goz,pushdo,locky,banjori,goz,conficker,tinba,tinba
170,zeus,new_goz,goz,banjori,rovnix,conficker,tinba,locky,pushdo,pushdo
171,rovnix,tinba,pushdo,banjori,goz,conficker,locky,new_goz,zeus,new_goz
172,zeus,goz,tinba,new_goz,conficker,locky,rovnix,pushdo,banjori,banjori
173,zeus,rovnix,new_goz,banjori,goz,pushdo,conficker,locky,tinba,tinba
174,tinba,goz,new_goz,zeus,conficker,locky,pushdo,banjori,rovnix,rovnix
175,zeus,new_goz,goz,conficker,rovnix,banjori,tinba,locky,pushdo,pushdo
176,zeus,goz,new_goz,tinba,conficker,banjori,rovnix,locky,pushdo,banjori
177,pushdo,rovnix,tinba,locky,banjori,conficker,goz,new_goz,zeus,zeus
178,rovnix,zeus,new_goz,pushdo,conficker,tinba,banjori,locky,goz,locky
179,tinba,goz,new_goz,zeus,conficker,locky,banjori,pushdo,rovnix,rovnix
180,tinba,goz,rovnix,pushdo,banjori,conficker,zeus,new_goz,locky,new_goz
181,rovnix,zeus,new_goz,pushdo,goz,banjori,conficker,tinba,locky,conficker
182,tinba,pushdo,rovnix,goz,banjori,locky,conficker,zeus,new_goz,new_goz
183,pushdo,rovnix,tinba,locky,banjori,conficker,goz,new_goz,zeus,zeus
184,zeus,new_goz,goz,rovnix,banjori,conficker,tinba,pushdo,locky,pushdo
185,rovnix,pushdo,new_goz,zeus,banjori,tinba,locky,conficker,goz,goz
186,rovnix,zeus,new_goz,banjori,pushdo,conficker,goz,locky,tinba,tinba
187,goz,tinba,new_goz,zeus,conficker,banjori,locky,pushdo,rovnix,rovnix
188,zeus,rovnix,new_goz,banjori,conficker,goz,pushdo,tinba,locky,locky
189,tinba,goz,new_goz,zeus,conficker,locky,banjori,pushdo,rovnix,rovnix
190,rovnix,new_goz,zeus,pushdo,banjori,conficker,locky,tinba,goz,locky
191,rovnix,zeus,new_goz,pushdo,banjori,locky,conficker,goz,tinba,tinba
192,rovnix,pushdo,tinba,banjori,locky,goz,new_goz,conficker,zeus,zeus
193,zeus,rovnix,new_goz,pushdo,banjori,conficker,goz,locky,tinba,conficker
194,rovnix,zeus,new_goz,banjori,pushdo,conficker,goz,locky,tinba,locky
195,rovnix,zeus,new_goz,pushdo,banjori,conficker,locky,goz,tinba,locky
196,rovnix,zeus,new_goz,pushdo,banjori,conficker,locky,goz,tinba,tinba
197,zeus,new_goz,rovnix,tinba,goz,pushdo,conficker,locky,banjori,banjori
198,tinba,pushdo,rovnix,locky,goz,conficker,banjori,new_goz,zeus,zeus
199,zeus,rovnix,new_goz,goz,locky,pushdo,conficker,tinba,banjori,conficker
200,rovnix,new_goz,zeus,pushdo,banjori,conficker,tinba,locky,goz,locky
201,tinba,new_goz,goz,zeus,conficker,locky,banjori,pushdo,rovnix,rovnix
202,zeus,new_goz,rovnix,banjori,goz,conficker,tinba,pushdo,locky,conficker
203,zeus,rovnix,new_goz,tinba,pushdo,goz,banjori,conficker,locky,conficker
204,new_goz,zeus,goz,tinba,conficker,banjori,locky,rovnix,pushdo,pushdo
205,new_goz,zeus,goz,tinba,banjori,rovnix,conficker,locky,pushdo,conficker
206,rovnix,tinba,pushdo,banjori,goz,conficker,zeus,new_goz,locky,new_goz
207,rovnix,pushdo,new_goz,banjori,zeus,tinba,locky,conficker,goz,tinba
208,tinba,goz,new_goz,zeus,conficker,banjori,locky,pushdo,rovnix,rovnix
209,rovnix,zeus,new_goz,pushdo,banjori,goz,locky,conficker,tinba,tinba
210,zeus,goz,new_goz,conficker,tinba,locky,rovnix,banjori,pushdo,pushdo
211,tinba,goz,new_goz,zeus,conficker,banjori,locky,pushdo,rovnix,rovnix
212,rovnix,pushdo,tinba,banjori,locky,conficker,goz,new_goz,zeus,zeus
213,rovnix,new_goz,pushdo,zeus,locky,banjori,tinba,goz,conficker,conficker
214,tinba,rovnix,pushdo,goz,conficker,banjori,locky,zeus,new_goz,zeus
215,zeus,rovnix,new_goz,locky,conficker,goz,banjori,pushdo,tinba,conficker
216,zeus,goz,new_goz,tinba,conficker,banjori,rovnix,locky,pushdo,pushdo
217,rovnix,zeus,new_goz,banjori,pushdo,tinba,goz,conficker,locky,locky
218,new_goz,tinba,goz,zeus,conficker,locky,banjori,pushdo,rovnix,rovnix
219,rovnix,pushdo,tinba,banjori,goz,locky,conficker,new_goz,zeus,new_goz
220,rovnix,pushdo,new_goz,zeus,locky,conficker,banjori,tinba,goz,goz
221,rovnix,zeus,new_goz,banjori,pushdo,conficker,goz,tinba,locky,conficker
222,rovnix,pushdo,new_goz,zeus,locky,tinba,conficker,goz,banjori,locky
223,new_goz,tinba,goz,zeus,conficker,locky,banjori,pushdo,rovnix,rovnix
224,rovnix,tinba,pushdo,goz,conficker,banjori,locky,zeus,new_goz,new_goz
225,zeus,new_goz,goz,banjori,rovnix,conficker,tinba,locky,pushdo,pushdo
226,tinba,pushdo,rovnix,locky,goz,conficker,banjori,new_goz,zeus,zeus
227,tinba,pushdo,rovnix,goz,conficker,banjori,locky,zeus,new_goz,new_goz
228,rovnix,zeus,locky,pushdo,new_goz,tinba,goz,conficker,banjori,banjori
229,rovnix,zeus,new_goz,banjori,pushdo,conficker,goz,tinba,locky,locky
230,zeus,rovnix,new_goz,goz,banjori,conficker,tinba,pushdo,locky,conficker
231,rovnix,zeus,new_goz,pushdo,banjori,conficker,locky,goz,tinba,tinba
232,zeus,new_goz,rovnix,banjori,conficker,pushdo,tinba,goz,locky,goz
233,rovnix,tinba,pushdo,banjori,locky,conficker,goz,new_goz,zeus,zeus
234,tinba,new_goz,goz,zeus,conficker,banjori,locky,pushdo,rovnix,rovnix
235,rovnix,pushdo,new_goz,zeus,locky,banjori,tinba,conficker,goz,goz
236,tinba,goz,rovnix,pushdo,conficker,locky,banjori,zeus,new_goz,zeus
237,rovnix,zeus,new_goz,pushdo,banjori,conficker,locky,goz,tinba,conficker
238,rovnix,zeus,new_goz,banjori,conficker,goz,pushdo,locky,tinba,locky
239,tinba,rovnix,pushdo,banjori,conficker,goz,locky,new_goz,zeus,zeus
240,rovnix,tinba,pushdo,conficker,locky,goz,banjori,zeus,new_goz,new_goz
241,rovnix,new_goz,zeus,pushdo,banjori,conficker,tinba,locky,goz,goz
242,rovnix,pushdo,tinba,conficker,banjori,goz,locky,zeus,new_goz,new_goz
243,zeus,goz,new_goz,rovnix,banjori,conficker,tinba,locky,pushdo,pushdo
244,new_goz,tinba,goz,zeus,locky,banjori,conficker,pushdo,rovnix,rovnix
245,new_goz,zeus,tinba,rovnix,pushdo,locky,goz,conficker,banjori,banjori
246,rovnix,zeus,new_goz,banjori,pushdo,goz,conficker,locky,tinba,tinba
247,rovnix,pushdo,zeus,tinba,locky,new_goz,goz,conficker,banjori,banjori
248,rovnix,pushdo,new_goz,zeus,locky,conficker,tinba,banjori,goz,goz
249,rovnix,zeus,new_goz,pushdo,locky,conficker,goz,tinba,banjori,locky
250,zeus,tinba,new_goz,rovnix,goz,locky,conficker,pushdo,banjori,banjori
251,rovnix,zeus,new_goz,pushdo,tinba,banjori,conficker,goz,locky,locky
252,rovnix,zeus,new_goz,pushdo,banjori,goz,locky,conficker,tinba,tinba
253,zeus,new_goz,rovnix,banjori,goz,conficker,pushdo,locky,tinba,tinba
254,zeus,rovnix,new_goz,goz,conficker,pushdo,tinba,banjori,locky,banjori
255,zeus,new_goz,goz,tinba,conficker,banjori,locky,pushdo,rovnix,conficker
256,new_goz,zeus,goz,rovnix,tinba,pushdo,banjori,locky,conficker,conficker
257,zeus,new_goz,goz,tinba,locky,conficker,pushdo,rovnix,banjori,banjori
258,zeus,goz,new_goz,rovnix,banjori,conficker,tinba,pushdo,locky,locky
259,tinba,pushdo,rovnix,banjori,goz,locky,conficker,new_goz,zeus,new_goz
