,0,1,2,3,4,5,6,7,8,9
142,tinba,banjori,pushdo,conficker,rovnix,locky,goz,zeus,new_goz,zeus
143,banjori,rovnix,tinba,pushdo,conficker,locky,goz,zeus,new_goz,zeus
144,rovnix,banjori,pushdo,zeus,tinba,locky,conficker,new_goz,goz,conficker
145,pushdo,banjori,rovnix,conficker,zeus,tinba,locky,new_goz,goz,goz
146,pushdo,banjori,rovnix,conficker,zeus,new_goz,locky,tinba,goz,goz
147,banjori,pushdo,zeus,new_goz,locky,conficker,rovnix,tinba,goz,tinba
148,rovnix,banjori,pushdo,tinba,conficker,locky,goz,zeus,new_goz,zeus
149,rovnix,pushdo,banjori,conficker,tinba,zeus,locky,new_goz,goz,locky
150,pushdo,banjori,rovnix,locky,conficker,new_goz,zeus,tinba,goz,locky
151,locky,tinba,conficker,pushdo,zeus,banjori,goz,new_goz,rovnix,rovnix
152,tinba,pushdo,banjori,rovnix,conficker,locky,goz,zeus,new_goz,zeus
153,banjori,pushdo,conficker,rovnix,zeus,locky,new_goz,tinba,goz,goz
154,pushdo,banjori,rovnix,conficker,zeus,new_goz,locky,tinba,goz,goz
155,zeus,tinba,pushdo,locky,conficker,new_goz,banjori,goz,rovnix,banjori
156,rovnix,banjori,zeus,pushdo,conficker,tinba,new_goz,locky,goz,conficker
157,rovnix,tinba,banjori,zeus,goz,new_goz,locky,conficker,pushdo,pushdo
158,pushdo,banjori,rovnix,zeus,new_goz,conficker,locky,tinba,goz,tinba
159,pushdo,banjori,rovnix,conficker,zeus,new_goz,locky,tinba,goz,goz
160,banjori,pushdo,rovnix,zeus,conficker,new_goz,locky,goz,tinba,tinba
161,rovnix,zeus,pushdo,tinba,banjori,locky,new_goz,conficker,goz,conficker
162,banjori,pushdo,tinba,rovnix,conficker,locky,goz,new_goz,zeus,new_goz
163,pushdo,banjori,rovnix,conficker,new_goz,zeus,locky,tinba,goz,goz
164,locky,tinba,goz,pushdo,conficker,zeus,new_goz,banjori,rovnix,rovnix
165,rovnix,tinba,zeus,goz,banjori,pushdo,conficker,new_goz,locky,pushdo
166,pushdo,banjori,rovnix,conficker,locky,zeus,new_goz,tinba,goz,goz
167,rovnix,banjori,pushdo,tinba,conficker,zeus,goz,locky,new_goz,locky
168,pushdo,banjori,rovnix,conficker,zeus,tinba,locky,new_goz,goz,goz
169,tinba,locky,goz,conficker,zeus,banjori,new_goz,pushdo,rovnix,pushdo
170,tinba,banjori,rovnix,pushdo,conficker,goz,locky,zeus,new_goz,zeus
171,pushdo,banjori,conficker,tinba,locky,rovnix,new_goz,goz,zeus,zeus
172,locky,tinba,conficker,goz,pushdo,new_goz,banjori,zeus,rovnix,rovnix
173,tinba,locky,pushdo,zeus,goz,conficker,banjori,new_goz,rovnix,rovnix
174,pushdo,banjori,conficker,locky,tinba,new_goz,zeus,rovnix,goz,conficker
175,rovnix,tinba,zeus,goz,pushdo,locky,banjori,conficker,new_goz,banjori
176,locky,tinba,conficker,new_goz,goz,pushdo,zeus,banjori,rovnix,rovnix
177,pushdo,banjori,conficker,rovnix,zeus,locky,new_goz,tinba,goz,goz
178,tinba,zeus,banjori,goz,pushdo,locky,conficker,new_goz,rovnix,pushdo
179,banjori,rovnix,pushdo,tinba,conficker,locky,goz,new_goz,zeus,zeus
180,pushdo,banjori,rovnix,zeus,new_goz,conficker,locky,tinba,goz,tinba
181,rovnix,banjori,pushdo,zeus,tinba,conficker,locky,new_goz,goz,conficker
182,rovnix,pushdo,banjori,tinba,conficker,locky,goz,zeus,new_goz,zeus
183,pushdo,zeus,banjori,tinba,conficker,locky,new_goz,rovnix,goz,tinba
184,rovnix,banjori,zeus,new_goz,tinba,pushdo,locky,conficker,goz,pushdo
185,banjori,tinba,rovnix,pushdo,conficker,locky,goz,new_goz,zeus,zeus
186,tinba,banjori,pushdo,rovnix,conficker,locky,goz,zeus,new_goz,new_goz
187,banjori,rovnix,pushdo,tinba,conficker,locky,goz,zeus,new_goz,new_goz
188,tinba,banjori,pushdo,locky,conficker,rovnix,goz,new_goz,zeus,new_goz
189,pushdo,banjori,rovnix,conficker,tinba,locky,zeus,goz,new_goz,new_goz
190,rovnix,banjori,pushdo,tinba,conficker,locky,goz,new_goz,zeus,zeus
191,pushdo,banjori,rovnix,zeus,conficker,new_goz,goz,tinba,locky,tinba
192,pushdo,banjori,rovnix,conficker,new_goz,zeus,locky,tinba,goz,tinba
193,rovnix,banjori,pushdo,zeus,new_goz,conficker,tinba,locky,goz,conficker
194,rovnix,pushdo,banjori,zeus,conficker,tinba,new_goz,locky,goz,tinba
195,pushdo,banjori,rovnix,conficker,zeus,tinba,new_goz,locky,goz,goz
196,locky,tinba,pushdo,conficker,banjori,new_goz,zeus,goz,rovnix,rovnix
197,tinba,zeus,locky,pushdo,goz,new_goz,rovnix,conficker,banjori,banjori
198,tinba,banjori,rovnix,pushdo,conficker,locky,goz,zeus,new_goz,zeus
199,tinba,locky,goz,banjori,zeus,conficker,new_goz,rovnix,pushdo,pushdo
200,rovnix,banjori,pushdo,zeus,tinba,conficker,new_goz,locky,goz,locky
201,rovnix,pushdo,banjori,zeus,conficker,tinba,locky,new_goz,goz,conficker
202,pushdo,banjori,tinba,conficker,rovnix,locky,goz,zeus,new_goz,zeus
203,rovnix,banjori,pushdo,zeus,conficker,new_goz,tinba,goz,locky,conficker
204,banjori,pushdo,rovnix,zeus,conficker,new_goz,locky,tinba,goz,locky
205,zeus,banjori,pushdo,tinba,rovnix,conficker,new_goz,goz,locky,pushdo
206,tinba,banjori,pushdo,conficker,locky,rovnix,goz,zeus,new_goz,zeus
207,pushdo,banjori,rovnix,conficker,zeus,new_goz,locky,tinba,goz,goz
208,banjori,rovnix,tinba,pushdo,conficker,locky,goz,new_goz,zeus,zeus
209,locky,tinba,conficker,goz,pushdo,new_goz,zeus,banjori,rovnix,rovnix
210,tinba,locky,banjori,conficker,goz,zeus,rovnix,pushdo,new_goz,pushdo
211,rovnix,banjori,pushdo,zeus,new_goz,conficker,locky,goz,tinba,tinba
212,banjori,tinba,pushdo,rovnix,conficker,locky,goz,zeus,new_goz,new_goz
213,pushdo,banjori,rovnix,tinba,conficker,zeus,locky,new_goz,goz,locky
214,pushdo,banjori,new_goz,zeus,locky,rovnix,conficker,tinba,goz,banjori
215,pushdo,rovnix,banjori,conficker,zeus,locky,tinba,new_goz,goz,goz
216,pushdo,banjori,conficker,rovnix,locky,zeus,new_goz,tinba,goz,goz
217,pushdo,tinba,zeus,locky,banjori,new_goz,goz,conficker,rovnix,banjori
218,rovnix,tinba,pushdo,banjori,locky,zeus,conficker,goz,new_goz,banjori
219,pushdo,banjori,zeus,rovnix,conficker,new_goz,locky,tinba,goz,locky
220,rovnix,pushdo,zeus,banjori,conficker,new_goz,tinba,locky,goz,conficker
221,pushdo,banjori,conficker,rovnix,locky,tinba,zeus,new_goz,goz,goz
222,banjori,rovnix,pushdo,zeus,tinba,new_goz,locky,conficker,goz,locky
223,locky,tinba,pushdo,conficker,zeus,new_goz,banjori,goz,rovnix,rovnix
224,banjori,pushdo,rovnix,conficker,tinba,zeus,locky,new_goz,goz,goz
225,rovnix,pushdo,banjori,zeus,conficker,tinba,new_goz,goz,locky,locky
226,pushdo,banjori,conficker,rovnix,locky,new_goz,zeus,tinba,goz,goz
227,tinba,pushdo,banjori,rovnix,conficker,locky,goz,zeus,new_goz,new_goz
228,rovnix,banjori,pushdo,zeus,new_goz,conficker,locky,goz,tinba,conficker
229,tinba,banjori,pushdo,rovnix,conficker,locky,goz,zeus,new_goz,new_goz
230,pushdo,banjori,rovnix,conficker,locky,zeus,tinba,new_goz,goz,goz
231,rovnix,pushdo,banjori,zeus,new_goz,conficker,goz,locky,tinba,tinba
232,pushdo,banjori,rovnix,conficker,zeus,tinba,new_goz,locky,goz,goz
233,rovnix,banjori,zeus,new_goz,tinba,pushdo,conficker,locky,goz,pushdo
234,rovnix,banjori,pushdo,new_goz,locky,zeus,tinba,conficker,goz,locky
235,banjori,tinba,pushdo,rovnix,conficker,locky,goz,new_goz,zeus,new_goz
236,rovnix,banjori,pushdo,zeus,conficker,new_goz,locky,tinba,goz,locky
237,banjori,pushdo,zeus,conficker,rovnix,new_goz,tinba,locky,goz,locky
238,locky,tinba,conficker,pushdo,goz,banjori,zeus,new_goz,rovnix,rovnix
239,banjori,pushdo,conficker,rovnix,zeus,tinba,new_goz,locky,goz,goz
240,rovnix,banjori,pushdo,zeus,new_goz,conficker,tinba,locky,goz,locky
241,banjori,pushdo,tinba,rovnix,conficker,locky,goz,zeus,new_goz,new_goz
242,rovnix,pushdo,banjori,tinba,conficker,zeus,locky,goz,new_goz,zeus
243,locky,tinba,conficker,goz,pushdo,banjori,zeus,new_goz,rovnix,rovnix
244,locky,tinba,goz,pushdo,new_goz,conficker,zeus,banjori,rovnix,banjori
245,pushdo,rovnix,banjori,zeus,new_goz,conficker,locky,goz,tinba,tinba
246,pushdo,banjori,rovnix,conficker,tinba,zeus,new_goz,locky,goz,locky
247,banjori,pushdo,rovnix,new_goz,zeus,conficker,locky,goz,tinba,tinba
248,tinba,banjori,pushdo,rovnix,conficker,locky,goz,zeus,new_goz,new_goz
249,tinba,locky,zeus,new_goz,conficker,pushdo,goz,rovnix,banjori,banjori
250,banjori,pushdo,conficker,new_goz,locky,zeus,tinba,rovnix,goz,locky
251,pushdo,rovnix,banjori,zeus,conficker,new_goz,locky,tinba,goz,tinba
252,banjori,pushdo,rovnix,conficker,tinba,zeus,new_goz,locky,goz,locky
253,rovnix,banjori,pushdo,conficker,tinba,locky,zeus,new_goz,goz,locky
254,banjori,pushdo,rovnix,tinba,conficker,locky,goz,new_goz,zeus,new_goz
255,banjori,rovnix,pushdo,zeus,new_goz,conficker,goz,locky,tinba,locky
256,banjori,pushdo,rovnix,tinba,conficker,locky,goz,new_goz,zeus,new_goz
257,locky,tinba,conficker,pushdo,new_goz,zeus,goz,banjori,rovnix,rovnix
258,locky,tinba,conficker,goz,new_goz,pushdo,zeus,banjori,rovnix,rovnix
259,pushdo,banjori,zeus,rovnix,new_goz,conficker,goz,locky,tinba,tinba
